Entity in USD,*** PLEASE DO NOT CHANGE ANY FORMULAS FOR BELOW TABLE !!!!!! ***,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,BU in USD,*** For Strategy Meeting Slides (in USD)***,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,,nan.1,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,in JPY,*** For Strategy Meeting Slides (in JPY)***,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54
POKKT,2025-01-01 00:00:00,2025-02-01 00:00:00,2025-03-01 00:00:00,2025-04-01 00:00:00,2025-05-01 00:00:00,2025-06-01 00:00:00,2025-07-01 00:00:00,2025-08-01 00:00:00,2025-09-01 00:00:00,2025-10-01 00:00:00,2025-11-01 00:00:00,2025-12-01 00:00:00,YTD,,,POKKT,2025-01-01 00:00:00,2025-02-01 00:00:00,2025-03-01 00:00:00,2025-04-01 00:00:00,2025-05-01 00:00:00,2025-06-01 00:00:00,2025-07-01 00:00:00,2025-08-01 00:00:00,2025-09-01 00:00:00,2025-10-01 00:00:00,2025-11-01 00:00:00,2025-12-01 00:00:00,YTD,Jan (FCST),Feb (FCST),,,,,,,,POKKT,2025-01-01 00:00:00,2025-02-01 00:00:00,2025-03-01 00:00:00,2025-04-01 00:00:00,2025-05-01 00:00:00,2025-06-01 00:00:00,2025-07-01 00:00:00,2025-08-01 00:00:00,2025-09-01 00:00:00,2025-10-01 00:00:00,2025-11-01 00:00:00,2025-12-01 00:00:00,YTD,Jan (FCST),Feb (FCST)
Revenue,0,0,0,0,0,0,0,0,0,0,0,0,,,,Revenue,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,Revenue,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Cost,0,0,0,0,0,0,0,0,0,0,0,0,,,,Cost,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,Cost,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Gross Profit,0,0,0,0,0,0,0,0,0,0,0,0,,,,Gross Profit,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,Gross Profit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Staff Costs,0,0,0,0,0,0,0,0,0,0,0,0,,,,Staff Costs,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,Staff Costs,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Direct SG&A,0,0,0,0,0,0,0,0,0,0,0,0,,,,Direct SG&A,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,Direct SG&A,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Indirect SG&A,0,0,0,0,0,0,0,0,0,0,0,0,,,,Indirect SG&A,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,Indirect SG&A,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Operating Profit b/f adj,0,0,0,0,0,0,0,0,0,0,0,0,,,,Operating Profit b/f adj,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,Operating Profit b/f adj,0,0,0,0,0,0,0,0,0,0,0,0,0,,
One-time adjustment ( ie.yearly bonus reversal),,,,,,,,,,,,,,,,One-time adjustment ( ie.yearly bonus reversal),0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,One-time adjustment ( ie.yearly bonus reversal),,,,,,,,,,,,,0,,
Operating Profit,0,0,0,0,0,0,0,0,0,0,0,0,,,,Operating Profit,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,Operating Profit,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Gross Profit %,0,0,0,0,0,0,0,0,0,0,0,0,,,,Gross Profit %,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,Gross Profit %,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
Operating Profit %,0,0,0,0,0,0,0,0,0,0,0,0,,,,Operating Profit %,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,Operating Profit %,0,0,0,0,0,0,0,0,0,0,0,0,,,
GP Per Person,0,0,0,0,0,0,0,0,0,0,0,0,0,,,GP Per Person,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,GP Per Person,0,0,0,0,0,0,0,0,0,0,0,0,0,,
OP Per Person,0,0,0,0,0,0,0,0,0,0,0,0,0,,,OP Per Person,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,OP Per Person,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Full-time HC,0,0,0,0,0,0,0,0,0,0,0,0,,,,Full-time HC,,,,,,,,,,,,,,,,,,,,,,,Full-time HC,0,0,0,0,0,0,0,0,0,0,0,0,,,
Non Full-time HC,0,0,0,0,0,0,0,0,0,0,0,0,,,,Non Full-time HC,,,,,,,,,,,,,,,,,,,,,,,Non Full-time HC,0,0,0,0,0,0,0,0,0,0,0,0,,,
Revenue MoM%,,0,0,0,0,0,0,0,0,0,0,0,,,,Revenue MoM%,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,Revenue MoM%,,0,0,0,0,0,0,0,0,0,0,0,,,
GP MoM%,,0,0,0,0,0,0,0,0,0,0,0,,,,GP MoM%,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,GP MoM%,,0,0,0,0,0,0,0,0,0,0,0,,,
Staff Cost MoM%,,0,0,0,0,0,0,0,0,0,0,0,,,,Staff Cost MoM%,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,Staff Cost MoM%,,0,0,0,0,0,0,0,0,0,0,0,,,
Other SG&A MoM%,,0,0,0,0,0,0,0,0,0,0,0,,,,Other SG&A MoM%,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,Other SG&A MoM%,,0,0,0,0,0,0,0,0,0,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
↓ select month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,↓ select month,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,Mar,,,,,,,,,,,,,,
(USD),,Revenue,,GP,GP per person,GP%,OP,OP per person,OP%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(USD),,Revenue,,GP,GP per person,GP%,OP,OP per person,OP%,,,,,,
ALL,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALL,,1458173180.4520006,,662680655.7135215,2831968.6141603496,0.4544595008311053,175533648.59375226,750143.7974091981,0.12037915039648502,,,,,,
,DM,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DM,2553842.3089487865,0.0017513984917464696,410166.1077533928,0,0.1606074526669681,410166.1077533928,0,0.1606074526669681,,,,,,
,PG,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PG,613954250.578052,0.4210434390157554,210896276.06607658,4304005.634001568,0.34350487168630706,68689315.68948251,1401822.769173114,0.11188018590116436,,,,,,
,IM,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IM,486842284.82654047,0.3338713750554858,200528370.161411,2720873.4078888847,0.4118959597621194,68552820.55561377,930160.387457445,0.14081114704331568,,,,,,
,CG,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CG,186855353.01314,0.12814345752485934,55480101.445022196,7925728.777860321,0.2969147019358912,39619151.522875324,5659878.788982194,0.2120311293414711,,,,,,
,D2C,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D2C,167967449.7253193,0.11519032991215296,195365741.93325847,2819130.4752273974,1.163116676789129,-1737805.281972587,-25076.55529541975,-0.010346083629979836,,,,,,
,POKKT,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POKKT,0,0,0,0,0,0,0,0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Check,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Check,-,,-,,,-,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YTD,Jan - Mar,,,,,,,,,,,,,,
(USD),,Revenue,,GP,GP per person,GP%,OP,OP per person,OP%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(USD),,Revenue,,GP,GP per person,GP%,OP,OP per person,OP%,,,,,,
ALL,,,,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALL,,4138900090.4114304,,1711243532.1223366,0,0.4134536941557894,312271868.5913104,0,0.07544803251345668,,,,,,
,DM,,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DM,5721550.557002186,0.0013823843127446526,2078831.9956172316,0,0.3633336758814622,2078831.9956172316,0,0.3633336758814622,,,,,,
,PG,,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PG,1580001361.4800212,0.38174426223537083,551569702.1210736,0,0.3490944473645304,120404191.6257619,0,0.07620511890760442,,,,,,
,IM,,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IM,1167124367.6874757,0.28198901693504197,509702855.88656294,0,0.43671683155453367,146780442.01816937,0,0.12576246892094126,,,,,,
,CG,,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CG,705510200.3183631,0.17045837901543337,174851310.13651824,0,0.24783668621320598,125099062.65367243,0,0.17731715657296124,,,,,,
,D2C,,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D2C,680542610.3685677,0.164425957501409,473040831.9825646,0,0.6950936279013823,-82090659.70191053,0,-0.12062530464837747,,,,,,
,POKKT,,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POKKT,0,0,0,0,0,0,0,0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Check,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Check,-,,-,,,-,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D2C CR,2025-01-01 00:00:00,2025-02-01 00:00:00,2025-03-01 00:00:00,2025-04-01 00:00:00,2025-05-01 00:00:00,2025-06-01 00:00:00,2025-07-01 00:00:00,2025-08-01 00:00:00,2025-09-01 00:00:00,2025-10-01 00:00:00,2025-11-01 00:00:00,2025-12-01 00:00:00,YTD,,,D2C CR,2025-01-01 00:00:00,2025-02-01 00:00:00,2025-03-01 00:00:00,2025-04-01 00:00:00,2025-05-01 00:00:00,2025-06-01 00:00:00,2025-07-01 00:00:00,2025-08-01 00:00:00,2025-09-01 00:00:00,2025-10-01 00:00:00,2025-11-01 00:00:00,2025-12-01 00:00:00,YTD,0,0,,,,,,,,D2C,2025-01-01 00:00:00,2025-02-01 00:00:00,2025-03-01 00:00:00,2025-04-01 00:00:00,2025-05-01 00:00:00,2025-06-01 00:00:00,2025-07-01 00:00:00,2025-08-01 00:00:00,2025-09-01 00:00:00,2025-10-01 00:00:00,2025-11-01 00:00:00,2025-12-01 00:00:00,YTD,0,0
Revenue,634145.4141946001,727109.30700047,960819.2393128801,833896.09039704,630840.71444175,1142593.8362237702,543478.50766816,663288.3696409999,1131172.80185,788604.3171958,845201.65236606,1227747.7468643598,,,,Revenue,634145.4141946001,727109.30700047,960819.2393128801,833896.09039704,630840.71444175,1142593.8362237702,543478.50766816,663288.3696409999,1131172.80185,788604.3171958,845201.65236606,1227747.7468643598,,,,,,,,,,,Revenue,280540458.318956,232034702.32429245,167967449.7253193,240175034.62986994,227572035.6708338,305661950.38591933,314938151.67664194,305246793.2556746,512474455.86317575,367064554.1047861,405763784.2545064,579840690.8714461,680542610.3685677,,
Cost,345007.24069042003,282695.12682663,254945.24593208003,460856.0054274,285113.80224855,562614.14979483,275563.92346152,289373.29684515996,491528.0074745,466396.50983548,394765.33534184995,688304.233532,,,,Cost,345007.24069042003,282695.12682663,254945.24593208003,460856.0054274,285113.80224855,562614.14979483,275563.92346152,289373.29684515996,491528.0074745,466396.50983548,394765.33534184995,688304.233532,,,,,,,,,,,Cost,142573806.67918006,92326263.91476227,-27398292.20793917,96668540.11342525,84649290.80079383,129689306.84096472,142185369.59470946,129442925.70894314,217504402.86803147,174801142.03437147,179390250.4498782,260944660.4458437,207501778.38600317,,
Gross Profit,289138.17350418004,444414.18017384,705873.9933808001,373040.08496964,345726.91219319997,579979.6864289402,267914.58420664,373915.07279584,639644.7943755,322207.80736032,450436.31702421,539443.5133323598,,,,Gross Profit,289138.17350418004,444414.18017384,705873.9933808001,373040.08496964,345726.91219319997,579979.6864289402,267914.58420664,373915.07279584,639644.7943755,322207.80736032,450436.31702421,539443.5133323598,,,,,,,,,,,Gross Profit,137966651.63977596,139708438.40953016,195365741.93325847,143506494.51644468,142922744.87003997,175972643.5449546,172752782.0819325,175803867.54673147,294970052.99514425,192263412.07041463,226373533.80462822,318896030.42560244,473040831.9825646,,0
Staff Costs,118437.47346508001,118099.41595993,126520.16554024002,128806.691197007,127903.739162129,119325.60344275202,132596.77185748803,106303.834912756,104756.48656399899,89711.33775172802,91674.923709204,84038.4770436799,,,,Staff Costs,118437.47346508001,118099.41595993,126520.16554024002,128806.691197007,127903.739162129,119325.60344275202,132596.77185748803,106303.834912756,104756.48656399899,89711.33775172802,91674.923709204,84038.4770436799,,,,,,,,,,,Staff Costs,46469109.24080773,46221940.04605707,48403637.699999996,43605066.299999855,40857688.59999986,41534768,43485289.49999985,41467394.5,40317861,38041296,37748173.99999985,33829918.5,141094686.98686478,,
Direct SG&A,322735.5172453122,372066.7981716115,470462.9995260562,379394.4426953487,333458.3312154056,521081.56205801165,254117.21832138498,345200.3819200279,517078.66635412583,331474.20375321794,420352.11481426394,398884.10020125227,,,,Direct SG&A,322735.5172453122,372066.7981716115,470462.9995260562,379394.4426953487,333458.3312154056,521081.56205801165,254117.21832138498,345200.3819200279,517078.66635412583,331474.20375321794,420352.11481426394,398884.10020125227,,,,,,,,,,,Direct SG&A,100342211.99999999,94672899,110508678,91845532,83307115.67850196,117838436.40101069,95256268,103357716,148850371.4950667,119846350.96537223,151767809.40263197,187438014,305523789,,
Indirect SG&A,51526.00737471848,66592.7869932085,63749.40852324953,69819.58843047397,99730.92426659868,85142.47187737685,96576.95201141135,94505.71496947558,78781.65307786566,64868.47084173863,87919.35847237882,62824.41452322044,,,,Indirect SG&A,51526.00737471848,66592.7869932085,63749.40852324953,69819.58843047397,99730.92426659868,85142.47187737685,96576.95201141135,94505.71496947558,78781.65307786566,64868.47084173863,87919.35847237882,62824.41452322044,,,,,,,,,,,Indirect SG&A,32167896.50446267,38153887.6779166,38191231.51523108,35888474.94525737,50429872.76362672,47351808.079234615,51908481.7607332,56298697.158923365,49677598.601351336,45451392.52036593,57370150.227051206,44314417.018176615,108513015.69761035,,
Operating Profit b/f adj,-203560.8245809307,-112344.82095090998,45141.41979125433,-204980.63735318964,-215366.0824509333,-145569.95094920043,-215376.35798364435,-172094.85900641955,-60972.01162049058,-163846.20498636458,-149510.07997163676,-6303.478435792727,,,,Operating Profit b/f adj,-203560.8245809307,-112344.82095090998,45141.41979125433,-204980.63735318964,-215366.0824509333,-145569.95094920043,-215376.35798364435,-172094.85900641955,-60972.01162049058,-163846.20498636458,-149510.07997163676,-6303.478435792727,,,,,,,,,,,Operating Profit b/f adj,-41012566.10549441,-39340288.31444353,-1737805.281972587,-27832578.728812546,-31671932.172088563,-30752368.935290694,-17897257.178800583,-25319940.112191886,56124221.898726225,-11075627.415323526,-20512599.825054795,53313680.90742582,-82090659.70191053,,
One-time adjustment ( ie.yearly bonus reversal),0,0,0,0,0,0,0,0,0,0,0,0,,,,One-time adjustment ( ie.yearly bonus reversal),,,,,,,,,,,,,,,,,,,,,,,One-time adjustment ( ie.yearly bonus reversal),,,,,,,,,,,,,0,,
Operating Profit,-203560.8245809307,-112344.82095090998,45141.41979125433,-204980.63735318964,-215366.0824509333,-145569.95094920043,-215376.35798364435,-172094.85900641955,-60972.01162049058,-163846.20498636458,-149510.07997163676,-6303.478435792727,,,,Operating Profit,-203560.8245809307,-112344.82095090998,45141.41979125433,-204980.63735318964,-215366.0824509333,-145569.95094920043,-215376.35798364435,-172094.85900641955,-60972.01162049058,-163846.20498636458,-149510.07997163676,-6303.478435792727,,,,,,,,,,,Operating Profit,-41012566.10549441,-39340288.31444353,-1737805.281972587,-27832578.728812546,-31671932.172088563,-30752368.935290694,-17897257.178800583,-25319940.112191886,56124221.898726225,-11075627.415323526,-20512599.825054795,53313680.90742582,-82090659.70191053,,
Gross Profit %,0.4559493249216374,0.6112068376722797,0.7346584711247025,0.44734600541420666,0.5480415329551838,0.5075991730760173,0.492962611081255,0.5637292766013956,0.5654704509597293,0.40857981668938803,0.5329335499561049,0.43937650442453385,,,,Gross Profit %,0.4559493249216374,0.6112068376722797,0.7346584711247025,0.44734600541420666,0.5480415329551838,0.5075991730760173,0.492962611081255,0.5637292766013956,0.5654704509597293,0.40857981668938803,0.5329335499561049,0.43937650442453385,,0,0,,,,,,,,Gross Profit %,0.49178878678139526,0.6021014831405399,1.163116676789129,0.5975079580506789,0.628032985022673,0.5757100068319821,0.5485292307783143,0.5759400964434644,0.5755800111018559,0.5237863746863695,0.5578948703382567,0.5499718033695283,,0,0
Operating Profit %,-0.32100023121583915,-0.15450884738962276,0.04698221886516006,-0.24581076672945298,-0.3413953435797454,-0.12740305989248435,-0.3962923187298328,-0.2594570730971276,-0.05390158914780539,-0.20776731931798914,-0.17689279185990445,-0.005134180414414663,,,,Operating Profit %,-0.32100023121583915,-0.15450884738962276,0.04698221886516006,-0.24581076672945298,-0.3413953435797454,-0.12740305989248435,-0.3962923187298328,-0.2594570730971276,-0.05390158914780539,-0.20776731931798914,-0.17689279185990445,-0.005134180414414663,,,,,,,,,,,Operating Profit %,-0.1461912707751615,-0.1695448479058163,-0.010346083629979836,-0.11588456215569992,-0.13917321642233618,-0.10060908430527157,-0.05682784725674114,-0.0829490781611059,0.10951613540267983,-0.03017351387233582,-0.05055305727380716,0.0919453942207822,,,
GP Per Person,10712.788940503151,15551.100982369951,24552.138900201742,13123.50784404664,12157.9642953343,20992.080150168855,9413.227841352002,14118.171752051787,26478.46923447845,15038.568997696664,20760.94514713825,27246.988795610523,,,,GP Per Person,10712.788940503151,15551.100982369951,24552.138900201742,13123.50784404664,12157.9642953343,20992.080150168855,9413.227841352002,14118.171752051787,26478.46923447845,15038.568997696664,20760.94514713825,27246.988795610523,0,,,,,,,,,,GP Per Person,2050024.5414528372,2015994.7822443051,2819130.4752273974,2197649.226898083,2279469.6151521537,2616693.584311594,2637447.054685992,2725641.357313667,4757581.499921686,3204390.2011735803,3902991.962148767,6132615.9697231315,0,,
OP Per Person,-7542.083163428333,-3931.2104190070418,1570.136340565368,-7211.1955539609,-7573.645696986532,-5268.832942403693,-7567.287668733003,-6497.905417213229,-2523.971973278768,-7647.277323552647,-6891.030878108729,-318.3851544574947,,,,OP Per Person,-7542.083163428333,-3931.2104190070418,1570.136340565368,-7211.1955539609,-7573.645696986532,-5268.832942403693,-7567.287668733003,-6497.905417213229,-2523.971973278768,-7647.277323552647,-6891.030878108729,-318.3851544574947,0,,,,,,,,,,OP Per Person,-609399.19919011,-567680.928058349,-25076.55529541975,-426226.3205024896,-505134.48440332664,-457284.29643554956,-273240.5676152761,-392557.2110417347,905229.3854633272,-184593.79025539226,-353665.51422508305,1025263.0943735747,0,,
Full-time HC,26.99,28.5776666666666,28.75,28.4253333333333,28.43625,27.6285,28.4615,26.4846666666666,24.1571666666666,21.42543,21.69633,19.79828,,,,Full-time HC,26.99,28.5776666666666,28.75,28.4253333333333,28.43625,27.6285,28.4615,26.4846666666666,24.1571666666666,21.42543,21.69633,19.79828,,,,,,,,,,,Full-time HC,67.30000000000001,69.29999999999991,69.29999999999994,65.29999999999994,62.69999999999997,67.24999999999997,65.5,64.49999999999999,61.999999999999936,59.99999999999994,57.999999999999936,51.999999999999936,,,
Non Full-time HC,0,0,0,0,0,0,0,0,0,0,0,0,,,,Non Full-time HC,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,Non Full-time HC,5.16411999999999,5.63437999999999,6.245296666666659,3.60627666666666,4.45508333333333,4.12419333333333,4.6270500000000006,4.79904333333332,4.27934666666666,4.44018666666666,6.1251466666666605,4.77195666666666,,,
Revenue MoM%,0,0.146597122245123,0.32142338168731355,-0.13209888366370337,-0.2435020121734951,0.8112239905677077,-0.5243467184591717,0.22045004592158413,0.7054012306325212,-0.30284363635152756,0.07176898976601409,0.45260926008296276,,,,Revenue MoM%,,0.146597122245123,0.32142338168731355,-0.13209888366370337,-0.2435020121734951,0.8112239905677077,-0.5243467184591717,0.22045004592158413,0.7054012306325212,-0.30284363635152756,0.07176898976601409,0.45260926008296276,,,,,,,,,,,Revenue MoM%,,-0.1729011076880601,-0.2761106505070632,0.4298903449604863,-0.05247422563489346,0.34314371923990183,0.030347909770943815,-0.030772259154291937,0.6788856334812576,-0.28374077984720525,0.10542894898719313,0.42901045724611486,,,
GP MoM%,0,0.5370304612075554,0.5883246414520025,-0.47152028766075416,-0.07321779582658772,0.6775659226228663,-0.5380621244577585,0.39565031109856563,0.7106686542287373,-0.49627072682597384,0.39796835065667424,0.19760217581071715,,,,GP MoM%,,0.5370304612075554,0.5883246414520025,-0.47152028766075416,-0.07321779582658772,0.6775659226228663,-0.5380621244577585,0.39565031109856563,0.7106686542287373,-0.49627072682597384,0.39796835065667424,0.19760217581071715,,,,,,,,,,,GP MoM%,,0.012624694076811549,0.39838183117170733,-0.2654469862711658,-0.0040677576884008415,0.2312431006343112,-0.018297511466318084,0.017661570644644797,0.6778359720484335,-0.3481934517821047,0.17741348375592692,0.40871605026418756,,,
Staff Cost MoM%,0,-0.002854312028613748,0.07130221188534147,0.018072420684904555,-0.007010132986779105,-0.06706712231847622,0.1112181127255143,-0.19829243635728222,-0.014555903369120493,-0.1436202120341199,0.02188782384351584,-0.08329918757006194,,,,Staff Cost MoM%,,-0.002854312028613748,0.07130221188534147,0.018072420684904555,-0.007010132986779105,-0.06706712231847622,0.1112181127255143,-0.19829243635728222,-0.014555903369120493,-0.1436202120341199,0.02188782384351584,-0.08329918757006194,,,,,,,,,,,Staff Cost MoM%,,-0.005319000058077394,0.04720047777676606,-0.0991365861743928,-0.06300592873998234,0.01657165207334188,0.046961174792161,-0.04640408338548274,-0.027721382398404604,-0.05646542111943886,-0.007705363140103061,-0.10379986857112256,,,
Other SG&A MoM%,0,0.17206700744932157,0.21782910055090476,-0.159109701764243,-0.03567291877249923,0.3994438372227185,-0.42151061208145146,0.25381638500645143,0.3551331756533025,-0.3348396231976426,0.28240410600769184,-0.0916104109897794,,,,Other SG&A MoM%,,0.17206700744932157,0.21782910055090476,-0.159109701764243,-0.03567291877249923,0.3994438372227185,-0.42151061208145146,0.25381638500645143,0.3551331756533025,-0.3348396231976426,0.28240410600769184,-0.0916104109897794,,,,,,,,,,,Other SG&A MoM%,,0.0023898416281447066,0.1195024229247088,-0.1409947231193588,0.04699595386093236,0.23518741078671157,-0.10911960797822862,0.08488217061830139,0.2434700627954205,-0.16738309767908832,0.26521968914673977,0.10813183521794167,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D2C EP,2025-01-01 00:00:00,2025-02-01 00:00:00,2025-03-01 00:00:00,2025-04-01 00:00:00,2025-05-01 00:00:00,2025-06-01 00:00:00,2025-07-01 00:00:00,2025-08-01 00:00:00,2025-09-01 00:00:00,2025-10-01 00:00:00,2025-11-01 00:00:00,2025-12-01 00:00:00,YTD,,,D2C EP,2025-01-01 00:00:00,2025-02-01 00:00:00,2025-03-01 00:00:00,2025-04-01 00:00:00,2025-05-01 00:00:00,2025-06-01 00:00:00,2025-07-01 00:00:00,2025-08-01 00:00:00,2025-09-01 00:00:00,2025-10-01 00:00:00,2025-11-01 00:00:00,2025-12-01 00:00:00,YTD,0,0,,,,,,,,D2C,2025-01-01 00:00:00,2025-02-01 00:00:00,2025-03-01 00:00:00,2025-04-01 00:00:00,2025-05-01 00:00:00,2025-06-01 00:00:00,2025-07-01 00:00:00,2025-08-01 00:00:00,2025-09-01 00:00:00,2025-10-01 00:00:00,2025-11-01 00:00:00,2025-12-01 00:00:00,YTD,0,0
Revenue,1170453.52717875,800563.08650923,158502.4082606699,804203.3227939102,954528.4934573302,978018.4733051497,1607095.5573448902,1389136.12378737,2335845.01067835,1659004.1534481598,1771646.08741026,2478292.4320266703,,,,Revenue,725704.3734791299,604691.1705842096,815939.85905555,804203.3227939102,954528.4934573302,978018.4733051502,1607095.5573448897,1389136.1237873703,2335845.01067835,1659004.1534481603,1771646.08741026,2478292.4320266703,,,,,,,,,,,Revenue,280540458.318956,232034702.32429245,167967449.7253193,240175034.62986994,227572035.6708338,305661950.38591933,314938151.67664194,305246793.2556746,512474455.86317575,367064554.1047861,405763784.2545064,579840690.8714461,680542610.3685677,53398819.406,
Cost,572110.1766779401,325163.452798021,-437525.27334241004,198465.97230381018,304591.2496506402,337140.43252720986,695357.4039381292,580977.635895146,979943.6540284499,699187.9933182311,762156.473957,979518.344814401,,,,Cost,127361.02297832008,129291.53687300102,219912.17745246988,198465.9723038103,304591.2496506402,337140.43252720975,695357.4039381293,580977.635895146,979943.6540284499,711272.1650490509,762156.473957,979518.344814401,,,,,,,,,,,Cost,142573806.67918006,92326263.91476227,-27398292.20793917,96668540.11342525,84649290.80079383,129689306.84096472,142185369.59470946,129442925.70894314,217504402.86803147,174801142.03437147,179390250.4498782,260944660.4458437,207501778.38600317,19513063.942,
