科目,Account Number,Account (Line): Name,Type,Subsidiary,Date,Document Number,Transaction Number,Vendor Name,JE Name,Split,Memo,Description,Department,Class: Name,Cost Items,Nature,Amount,Type.1,Irregular?,Entity Level Dept,Month (YYMM),BU Level Dept,Unnamed: 23
一般管理費,48180.0,Bank Fees,Journal,AnyMind Japan Inc,2025-11-27,JEAJP0023601,JOURNAL241249,,CUS0008627 D2C_Qoo10,- Split -,ebay入金_Qoo10_forencos_1127,Qoo10_forencos_振込手数料,D2C Anylogi,forencos,General expenses,,136.0,Local,,D2C,2025-11-01,BC,
一般管理費,48180.0,Bank Fees,Journal,AnyMind Japan Inc,2025-11-27,JEAJP0023603,JOURNAL241251,,CUS0008627 D2C_Qoo10,- Split -,ebay入金_Qoo10_The Breath co_1127,Qoo10_The Breath co_振込手数料,D2C Anylogi,The Breath Co,General expenses,,136.0,Local,,D2C,2025-11-01,BC,
一般管理費,48180.0,Bank Fees,Journal,AnyMind Japan Inc,2025-11-27,JEAJP0023602,JOURNAL241250,,CUS0008627 D2C_Qoo10,- Split -,ebay入金_Qoo10_ADVANCED CLINICALS_1127,Qoo10_ADVANCED CLINICALS_振込手数料,D2C Anylogi,Advanced Clinicals,General expenses,,136.0,Local,,D2C,2025-11-01,BC,
一般管理費,48220.0,Advertising and Marketing Sample for E-commerce,Bill,AnyMind Japan Inc,2025-11-30,202511-AnyLogi-7511749731,VENDBILL431523,VEN0017033 佐川急便株式会社,,80011 - Accounts Payable : Non-trade Creditors,202511_フォーエム分,SGA,D2C Anylogi,AnyLogi,General expenses,,909.0,Local,,D2C,2025-11-01,BC,
一般管理費,48220.0,Advertising and Marketing Sample for E-commerce,Bill,AnyMind Japan Inc,2025-11-30,2025-AnyLogi-7511749721,VENDBILL431518,VEN0017033 佐川急便株式会社,,80011 - Accounts Payable : Non-trade Creditors,202511_佐川輸送分,,D2C Anylogi,AnyLogi,General expenses,,182870.0,Local,,D2C,2025-11-01,BC,
一般管理費,48220.0,Advertising and Marketing Sample for E-commerce,Bill,AnyMind Japan Inc,2025-11-30,UPSIDER_D2C_202511,VENDBILL432025,VEN0029438 株式会社UPSIDER,,80011 - Accounts Payable : Non-trade Creditors,UPSIDER_D2C_202511,,D2C Solutions,BC,General expenses,,1235.0,Local,,D2C,2025-11-01,BC,
一般管理費,48220.0,Advertising and Marketing Sample for E-commerce,Bill,AnyMind Japan Inc,2025-11-30,202511-AnyLogi-48883,VENDBILL431276,VEN0007433 ヤマト運輸株式会社,,80011 - Accounts Payable : Non-trade Creditors,11月自社ブランド + プロダクトクライアント利用分,SGA,D2C Anylogi,Crossborder,General expenses,,17760.0,Local,,D2C,2025-11-01,BC,
一般管理費,48220.0,Advertising and Marketing Sample for E-commerce,Bill,AnyMind Japan Inc,2025-11-30,202511-AVC-F-1-20251203-062417-01,VENDBILL432239,VEN0017080 株式会社トランス,,80010 - Accounts Payable : Trade Creditors,,AVC_販促ノベルティー制作費用,Brand Commerce & Marketing,Advanced Clinicals,General expenses,,294000.0,Local,,D2C,2025-11-01,BC,
一般管理費,48220.0,Advertising and Marketing Sample for E-commerce,Bill,AnyMind Japan Inc,2025-11-30,AJP_ExpenseClaim_202511,VENDBILL431240,VEN0000649 Expense Claims for AJP,,80011 - Accounts Payable : Non-trade Creditors,立替経費_2025011,FORENCOS勉強会  資材,D2C Solutions,BC,General expenses,,5638.0,Local,,D2C,2025-11-01,BC,
交際費,41010.0,Client Gifts and Entertainment<USD50/person,Bill,AnyMind Japan Inc,2025-12-31,AJP_ExpenseClaim_202512,VENDBILL440792,VEN0000649 Expense Claims for AJP,,80011 - Accounts Payable : Non-trade Creditors,立替経費_2025012,[ユニ・チャーム様 来訪用]お弁当代,D2C Solutions,BC,Client Gifts and Entertainment,,15056.0,Local,,D2C,2025-12-01,BC,
交際費,41011.0,Client Gifts and Entertainment >USD50/person,Bill,AnyMind Japan Inc,2025-12-31,AJP_ExpenseClaim_202512,VENDBILL440792,VEN0000649 Expense Claims for AJP,,80011 - Accounts Payable : Non-trade Creditors,立替経費_2025012,BCM_ロッテ会食立て替え精算,D2C Solutions,BC,Client Gifts and Entertainment,,37073.0,Local,,D2C,2025-12-01,BC,
広告宣伝費,41020.0,Advertising and Marketing Events for AnyMind Branding,Bill,AnyMind Japan Inc,2025-12-01,AJP_PM_202511_法人_0582_,VENDBILL434986,VEN0066367 株式会社遠山コーポレーション,,80010 - Accounts Payable : Trade Creditors,,momo.official,Brand Commerce & Marketing,PM,Advertising and marketing events,,6132938.0,Local,,D2C,2025-12-01,BC,
広告宣伝費,41020.0,Advertising and Marketing Events for AnyMind Branding,Bill,AnyMind Japan Inc,2025-12-01,Google251201,VENDBILL440926,VEN0026369 Google Japan G.K.,,80011 - Accounts Payable : Non-trade Creditors,Google251201,[JP] BC_Waterpik,Brand Commerce & Marketing,BC,Advertising and marketing events,,145397.0,Local,,D2C,2025-12-01,BC,
広告宣伝費,41020.0,Advertising and Marketing Events for AnyMind Branding,Bill,AnyMind Japan Inc,2025-12-01,Google251201,VENDBILL440926,VEN0026369 Google Japan G.K.,,80011 - Accounts Payable : Non-trade Creditors,Google251201,[JP] BC_藤田金属,Brand Commerce & Marketing,BC,Advertising and marketing events,,351147.0,Local,,D2C,2025-12-01,BC,
広告宣伝費,41020.0,Advertising and Marketing Events for AnyMind Branding,Bill,AnyMind Japan Inc,2025-12-01,OPT251201,VENDBILL442722,VEN0052042 株式会社オプト,,80011 - Accounts Payable : Non-trade Creditors,opt251201,BC【販管費】,Brand Commerce & Marketing,BC,Advertising and marketing events,,76683.0,Local,,D2C,2025-12-01,BC,
広告宣伝費,41020.0,Advertising and Marketing Events for AnyMind Branding,Bill Credit,AnyMind Japan Inc,2025-12-01,株式会社void_202310請求書,VENDCRED44418,VEN0018476 株式会社void,,80011 - Accounts Payable : Non-trade Creditors,9月 ECモール運営費,ウーマンカップ卸値差額分,D2C Solutions,Enterprise,Advertising and marketing events,,-7200.0,Local,,D2C,2025-12-01,BC,
広告宣伝費,41020.0,Advertising and Marketing Events for AnyMind Branding,Bill Credit,AnyMind Japan Inc,2025-12-01,株式会社void_202310請求書,VENDCRED44418,VEN0018476 株式会社void,,80011 - Accounts Payable : Non-trade Creditors,9月 ECモール運営費,yahoo オプション利用料他(JH),D2C Solutions,Enterprise,Advertising and marketing events,,-7522.0,Local,,D2C,2025-12-01,BC,
広告宣伝費,41020.0,Advertising and Marketing Events for AnyMind Branding,Bill Credit,AnyMind Japan Inc,2025-12-01,株式会社void_202310請求書,VENDCRED44418,VEN0018476 株式会社void,,80011 - Accounts Payable : Non-trade Creditors,9月 ECモール運営費,yahoo 広告費用,D2C Solutions,Enterprise,Advertising and marketing events,,-304.0,Local,,D2C,2025-12-01,BC,
広告宣伝費,41020.0,Advertising and Marketing Events for AnyMind Branding,Bill Credit,AnyMind Japan Inc,2025-12-01,株式会社void_202310請求書,VENDCRED44418,VEN0018476 株式会社void,,80011 - Accounts Payable : Non-trade Creditors,9月 ECモール運営費,rakuten 店舗別内訳書,D2C Solutions,Enterprise,Advertising and marketing events,,-131939.0,Local,,D2C,2025-12-01,BC,
広告宣伝費,41020.0,Advertising and Marketing Events for AnyMind Branding,Bill Credit,AnyMind Japan Inc,2025-12-01,株式会社void_202310請求書,VENDCRED44418,VEN0018476 株式会社void,,80011 - Accounts Payable : Non-trade Creditors,9月 ECモール運営費,rakuten 出店料,D2C Solutions,Enterprise,Advertising and marketing events,,-50000.0,Local,,D2C,2025-12-01,BC,
広告宣伝費,41020.0,Advertising and Marketing Events for AnyMind Branding,Bill,AnyMind Japan Inc,2025-12-15,202511-BC-10013131,VENDBILL435168,VEN0005698 株式会社PR TIMES,,80010 - Accounts Payable : Trade Creditors,PR TIMS費用,PR TIMS費用,D2C Anylogi,BC,Advertising and marketing events,,35000.0,Local,,D2C,2025-12-01,BC,
広告宣伝費,41020.0,Advertising and Marketing Events for AnyMind Branding,Journal,AnyMind Japan Inc,2025-12-15,JEAJP0024036,JOURNAL244792,,CUS0008629 D2C_Rakuten,- Split -,Rakuten_payout_1215,Anys Store(ADVANCED CLINICALS)  販促クーポン,D2C Anylogi,Advanced Clinicals,Advertising and marketing events,,-909.0,Local,,D2C,2025-12-01,BC,
広告宣伝費,41020.0,Advertising and Marketing Events for AnyMind Branding,Bill,AnyMind Japan Inc,2025-12-24,202512-AVC-inv# 19619,VENDBILL437186,"VEN0051118 QH DISTRIBUTION, INC.",,80010 - Accounts Payable : Trade Creditors,Amazon Payout Report 許可費用 11月（inv# 19619）,Amazon Payout Report 許可費用 11月（inv# 19619）,Brand Commerce & Marketing,Advanced Clinicals,Advertising and marketing events,,312710.0,Local,,D2C,2025-12-01,BC,
広告宣伝費,41020.0,Advertising and Marketing Events for AnyMind Branding,Bill,AnyMind Japan Inc,2025-12-30,UPSIDER_D2C_202512,VENDBILL441099,VEN0029438 株式会社UPSIDER,,80011 - Accounts Payable : Non-trade Creditors,UPSIDER_D2C_202512,,D2C Solutions,waterpik,Advertising and marketing events,,4478583.0,Local,,D2C,2025-12-01,BC,
広告宣伝費,41020.0,Advertising and Marketing Events for AnyMind Branding,Bill,AnyMind Japan Inc,2025-12-30,UPSIDER_D2C_202512,VENDBILL441099,VEN0029438 株式会社UPSIDER,,80011 - Accounts Payable : Non-trade Creditors,UPSIDER_D2C_202512,,D2C Solutions,CNP,Advertising and marketing events,,15581.0,Local,,D2C,2025-12-01,BC,
広告宣伝費,41020.0,Advertising and Marketing Events for AnyMind Branding,Bill,AnyMind Japan Inc,2025-12-30,UPSIDER_D2C_202512,VENDBILL441099,VEN0029438 株式会社UPSIDER,,80011 - Accounts Payable : Non-trade Creditors,UPSIDER_D2C_202512,,D2C Solutions,BC_AM,Advertising and marketing events,,311451.0,Local,,D2C,2025-12-01,BC,
広告宣伝費,41020.0,Advertising and Marketing Events for AnyMind Branding,Bill,AnyMind Japan Inc,2025-12-30,UPSIDER_D2C_202512,VENDBILL441099,VEN0029438 株式会社UPSIDER,,80011 - Accounts Payable : Non-trade Creditors,UPSIDER_D2C_202512,,D2C Solutions,forencos,Advertising and marketing events,,123610.0,Local,,D2C,2025-12-01,BC,
広告宣伝費,41020.0,Advertising and Marketing Events for AnyMind Branding,Bill,AnyMind Japan Inc,2025-12-30,UPSIDER_D2C_202512,VENDBILL441099,VEN0029438 株式会社UPSIDER,,80011 - Accounts Payable : Non-trade Creditors,UPSIDER_D2C_202512,,D2C Solutions,Advanced Clinicals,Advertising and marketing events,,1443160.0,Local,,D2C,2025-12-01,BC,
広告宣伝費,41020.0,Advertising and Marketing Events for AnyMind Branding,Bill,AnyMind Japan Inc,2025-12-30,UPSIDER_D2C_202512,VENDBILL441099,VEN0029438 株式会社UPSIDER,,80011 - Accounts Payable : Non-trade Creditors,UPSIDER_D2C_202512,,D2C Solutions,The Breath Co,Advertising and marketing events,,532590.0,Local,,D2C,2025-12-01,BC,
広告宣伝費,41020.0,Advertising and Marketing Events for AnyMind Branding,Journal,AnyMind Japan Inc,2025-12-30,JEAJP0024038,JOURNAL244815,,CUS0008629 D2C_Rakuten,- Split -,Rakuten_payout_AnyLogi_1230,waterpik_販促クーポン,D2C Anylogi,waterpik,Advertising and marketing events,,-6455.0,Local,,D2C,2025-12-01,BC,
広告宣伝費,41020.0,Advertising and Marketing Events for AnyMind Branding,Journal,AnyMind Japan Inc,2025-12-30,JEAJP0024038,JOURNAL244815,,CUS0008629 D2C_Rakuten,- Split -,Rakuten_payout_AnyLogi_1230,The Breath Co_販促クーポン,D2C Anylogi,The Breath Co,Advertising and marketing events,,-1364.0,Local,,D2C,2025-12-01,BC,
広告宣伝費,41020.0,Advertising and Marketing Events for AnyMind Branding,Bill,AnyMind Japan Inc,2025-12-31,ByteDance251201,VENDBILL440927,VEN0003358 ByteDance株式会社,,80011 - Accounts Payable : Non-trade Creditors,ByteDance251201,[JP] BC_advanced clinical,Brand Commerce & Marketing,BC,Advertising and marketing events,,5298778.0,Local,,D2C,2025-12-01,BC,
広告宣伝費,41020.0,Advertising and Marketing Events for AnyMind Branding,Bill,AnyMind Japan Inc,2025-12-31,202512-PALTAC近畿支社,VENDBILL444990,VEN0068420 株式会社PALTAC近畿支社,,80010 - Accounts Payable : Trade Creditors,202512_販促金,PALTAC販促金,Brand Commerce & Marketing,AnyLogi：Hale,Advertising and marketing events,,23760.0,Local,,D2C,2025-12-01,BC,
広告宣伝費,41020.0,Advertising and Marketing Events for AnyMind Branding,Bill,AnyMind Japan Inc,2025-12-31,ByteDance251201,VENDBILL440927,VEN0003358 ByteDance株式会社,,80011 - Accounts Payable : Non-trade Creditors,ByteDance251201,[JP] BC_ダイニチ_sunsunsponge,Brand Commerce & Marketing,BC,Advertising and marketing events,,874415.0,Local,,D2C,2025-12-01,BC,
広告宣伝費,41020.0,Advertising and Marketing Events for AnyMind Branding,Bill,AnyMind Japan Inc,2025-12-31,202512-PALTAC近畿支社,VENDBILL444990,VEN0068420 株式会社PALTAC近畿支社,,80010 - Accounts Payable : Trade Creditors,202512_販促金,PALTAC 販促金,Brand Commerce & Marketing,Advanced Clinicals,Advertising and marketing events,,213508.0,Local,,D2C,2025-12-01,BC,
広告宣伝費,41020.0,Advertising and Marketing Events for AnyMind Branding,Bill,AnyMind Japan Inc,2025-12-31,202512-AM-00009583,VENDBILL445035,VEN0030589 藤田金属株式会社,,80010 - Accounts Payable : Trade Creditors,2025年12月 Amazon 売上お戻し分,2025年12月 Amazon 売上お戻し分,Brand Commerce & Marketing,BC_AM,Advertising and marketing events,,781176.0,Local,,D2C,2025-12-01,BC,
広告宣伝費,41020.0,Advertising and Marketing Events for AnyMind Branding,Bill,AnyMind Japan Inc,2025-12-31,202512-PALTAC北海道支社-販促金,VENDBILL444978,VEN0070941 株式会社PALTAC北海道支社,,80010 - Accounts Payable : Trade Creditors,販促金_202511月分,,Brand Commerce & Marketing,Advanced Clinicals,Advertising and marketing events,,7538.0,Local,,D2C,2025-12-01,BC,
広告宣伝費,41020.0,Advertising and Marketing Events for AnyMind Branding,Bill,AnyMind Japan Inc,2025-12-31,202512-PALTAC東北支社-販促金,VENDBILL444980,VEN0070939 株式会社PALTAC東北支社,,80010 - Accounts Payable : Trade Creditors,販促金_東北支店,PALTAC 販促金,Brand Commerce & Marketing,Advanced Clinicals,Advertising and marketing events,,35988.0,Local,,D2C,2025-12-01,BC,
広告宣伝費,41020.0,Advertising and Marketing Events for AnyMind Branding,Bill,AnyMind Japan Inc,2025-12-31,202512-AM,VENDBILL445588,VEN0030589 藤田金属株式会社,,80010 - Accounts Payable : Trade Creditors,2025年12月 楽天市場広告費,2025年12月 楽天市場広告費,Brand Commerce & Marketing,BC_AM,Advertising and marketing events,,533998.0,Local,,D2C,2025-12-01,BC,
広告宣伝費,41020.0,Advertising and Marketing Events for AnyMind Branding,Bill,AnyMind Japan Inc,2025-12-31,202512_東京支社_販促費_支払不足分,VENDBILL445007,VEN0068183 株式会社PALTAC東京支社（第二営業部）,,80010 - Accounts Payable : Trade Creditors,10月販促費_支払不足分,PALTAC東京支社（第二営業部）販促金,D2C Anylogi,Advanced Clinicals,Advertising and marketing events,,20990.0,Local,,D2C,2025-12-01,BC,
広告宣伝費,41020.0,Advertising and Marketing Events for AnyMind Branding,Bill,AnyMind Japan Inc,2025-12-31,202511-AM-777,VENDBILL442586,VEN0022731 株式会社ダイニチ・コーポレーション,,80010 - Accounts Payable : Trade Creditors,2025年11月PR費用 (10%),2025年11月 EC広告費,Brand Commerce & Marketing,BC_AM,Advertising and marketing events,,6828253.0,Local,,D2C,2025-12-01,BC,
広告宣伝費,41020.0,Advertising and Marketing Events for AnyMind Branding,Bill,AnyMind Japan Inc,2025-12-31,AnyLogi-202512-株式会社PALTAC横浜支社,VENDBILL444989,VEN0068184 株式会社PALTAC横浜支社,,80010 - Accounts Payable : Trade Creditors,202511_販促金,PALTAC 販促金,Brand Commerce & Marketing,AnyLogi：Hale,Advertising and marketing events,,180.0,Local,,D2C,2025-12-01,BC,
広告宣伝費,41020.0,Advertising and Marketing Events for AnyMind Branding,Bill,AnyMind Japan Inc,2025-12-31,AnyLogi-202512-株式会社PALTAC横浜支社,VENDBILL444989,VEN0068184 株式会社PALTAC横浜支社,,80010 - Accounts Payable : Trade Creditors,202511_販促金,PALTAC 販促金,Brand Commerce & Marketing,Advanced Clinicals,Advertising and marketing events,,50484.0,Local,,D2C,2025-12-01,BC,
広告宣伝費,41020.0,Advertising and Marketing Events for AnyMind Branding,Bill,AnyMind Japan Inc,2025-12-31,202512-PALTAC中四国支社-販促金,VENDBILL444986,VEN0068188 株式会社PALTAC中四国支社（中国）,,80010 - Accounts Payable : Trade Creditors,,PALTAC中四国支社（中国） 販促金,D2C Anylogi,Advanced Clinicals,Advertising and marketing events,,18114.0,Local,,D2C,2025-12-01,BC,
広告宣伝費,41020.0,Advertising and Marketing Events for AnyMind Branding,Bill,AnyMind Japan Inc,2025-12-31,ByteDance251201,VENDBILL440927,VEN0003358 ByteDance株式会社,,80011 - Accounts Payable : Non-trade Creditors,ByteDance251201,[JP] BC_FORENCOS,Brand Commerce & Marketing,BC,Advertising and marketing events,,1386696.0,Local,,D2C,2025-12-01,BC,
広告宣伝費,41020.0,Advertising and Marketing Events for AnyMind Branding,Bill,AnyMind Japan Inc,2025-12-31,202512-株式会社PALTAC東京支店,VENDBILL444981,VEN0068185 株式会社PALTAC東京支店（第一営業部）,,80010 - Accounts Payable : Trade Creditors,株式会社PALTAC東京支店（第一営業部）販促金,PALTAC東京支店　販促金,D2C Anylogi,Advanced Clinicals,Advertising and marketing events,,234864.0,Local,,D2C,2025-12-01,BC,
広告宣伝費,41020.0,Advertising and Marketing Events for AnyMind Branding,Bill,AnyMind Japan Inc,2025-12-31,UPSIDER_202512,VENDBILL441849,VEN0029438 株式会社UPSIDER,,80011 - Accounts Payable : Non-trade Creditors,UPSIDER_202512,,Brand Commerce & Marketing,BC,Advertising and marketing events,,285019.0,Local,,D2C,2025-12-01,BC,
広告宣伝費,41020.0,Advertising and Marketing Events for AnyMind Branding,Bill,AnyMind Japan Inc,2025-12-31,ByteDance251201,VENDBILL440927,VEN0003358 ByteDance株式会社,,80011 - Accounts Payable : Non-trade Creditors,ByteDance251201,[JP] BC_Unilever,Brand Commerce & Marketing,BC,Advertising and marketing events,,191.0,Local,,D2C,2025-12-01,BC,
広告宣伝費,41020.0,Advertising and Marketing Events for AnyMind Branding,Bill,AnyMind Japan Inc,2025-12-31,202512AM-00008792,VENDBILL442597,VEN0030589 藤田金属株式会社,,80010 - Accounts Payable : Trade Creditors,2025年11月 Amazon 売上お戻し分,2025年11月 Amazon 売上お戻し分,Brand Commerce & Marketing,BC_AM,Advertising and marketing events,,1281706.0,Local,,D2C,2025-12-01,BC,
広告宣伝費,41020.0,Advertising and Marketing Events for AnyMind Branding,Bill,AnyMind Japan Inc,2025-12-31,202512_東京支社_販促費,VENDBILL445019,VEN0068183 株式会社PALTAC東京支社（第二営業部）,,80010 - Accounts Payable : Trade Creditors,12月販促費,PALTAC東京支社（第二営業部）販促金,D2C Anylogi,Advanced Clinicals,Advertising and marketing events,,8024.0,Local,,D2C,2025-12-01,BC,
広告宣伝費,41020.0,Advertising and Marketing Events for AnyMind Branding,Bill,AnyMind Japan Inc,2025-12-31,202512-BM,VENDBILL445662,VEN0016358 フェデラルエクスプレスジャパン合同会社,,80010 - Accounts Payable : Trade Creditors,,サンプル輸入費用,Brand Commerce & Marketing,BC_AM,Advertising and marketing events,,2100.0,Local,,D2C,2025-12-01,BC,
広告宣伝費,41020.0,Advertising and Marketing Events for AnyMind Branding,Bill,AnyMind Japan Inc,2025-12-31,202512-AM-00008791,VENDBILL442593,VEN0030589 藤田金属株式会社,,80010 - Accounts Payable : Trade Creditors,2025年11月 楽天市場広告費,2025年11月 楽天市場広告費,Brand Commerce & Marketing,BC_AM,Advertising and marketing events,,410674.0,Local,,D2C,2025-12-01,BC,
広告宣伝費,41020.0,Advertising and Marketing Events for AnyMind Branding,Bill,AnyMind Japan Inc,2025-12-31,202512-PALTAC中四国支社-販促金,VENDBILL444985,VEN0068186 株式会社PALTAC中四国支社（四国）,,80010 - Accounts Payable : Trade Creditors,202511_PALTAC 販促金,PALTAC中四国支社（四国）販促金,D2C Anylogi,Advanced Clinicals,Advertising and marketing events,,7720.0,Local,,D2C,2025-12-01,BC,
広告宣伝費,41020.0,Advertising and Marketing Events for AnyMind Branding,Bill,AnyMind Japan Inc,2025-12-31,202512-PALTAC 九州支社-販促金,VENDBILL444984,VEN0070940 株式会社PALTAC 九州支社,,80010 - Accounts Payable : Trade Creditors,販促金_202511,,Brand Commerce & Marketing,Advanced Clinicals,Advertising and marketing events,,61262.0,Local,,D2C,2025-12-01,BC,
広告宣伝費,41020.0,Advertising and Marketing Events for AnyMind Branding,Bill,AnyMind Japan Inc,2025-12-31,ByteDance251201,VENDBILL440927,VEN0003358 ByteDance株式会社,,80011 - Accounts Payable : Non-trade Creditors,ByteDance251201,[JP] BC_Liefrant_ecoco,Brand Commerce & Marketing,BC,Advertising and marketing events,,383579.0,Local,,D2C,2025-12-01,BC,
広告宣伝費,41020.0,Advertising and Marketing Events for AnyMind Branding,Bill,AnyMind Japan Inc,2025-12-31,202512-PALTAC中部支社-販促金,VENDBILL444983,VEN0068187 株式会社PALTAC中部支社,,80010 - Accounts Payable : Trade Creditors,202511_販促金,PALTAC中部支社 販促金,D2C Anylogi,Advanced Clinicals,Advertising and marketing events,,52983.0,Local,,D2C,2025-12-01,BC,
広告宣伝費,41020.0,Advertising and Marketing Events for AnyMind Branding,Bill,AnyMind Japan Inc,2025-12-31,ByteDance251201,VENDBILL440927,VEN0003358 ByteDance株式会社,,80011 - Accounts Payable : Non-trade Creditors,ByteDance251201,[JP] BC_CANDY A GO GO,Brand Commerce & Marketing,BC,Advertising and marketing events,,277042.0,Local,,D2C,2025-12-01,BC,
広告宣伝費,41020.0,Advertising and Marketing Events for AnyMind Branding,Bill,AnyMind Japan Inc,2025-12-31,202512-PALTAC中部支社-販促金,VENDBILL444983,VEN0068187 株式会社PALTAC中部支社,,80010 - Accounts Payable : Trade Creditors,202511_販促金,PALTAC中部支社 販促金,D2C Anylogi,AnyLogi：Hale,Advertising and marketing events,,2685.0,Local,,D2C,2025-12-01,BC,
広告宣伝費,41020.0,Advertising and Marketing Events for AnyMind Branding,Bill,AnyMind Japan Inc,2025-12-31,202512-AM,VENDBILL445006,VEN0022731 株式会社ダイニチ・コーポレーション,,80010 - Accounts Payable : Trade Creditors,2025年12月PR費用 (10%),2025年12月 EC広告費,Brand Commerce & Marketing,BC_AM,Advertising and marketing events,,9767158.0,Local,,D2C,2025-12-01,BC,
広告宣伝費,41020.0,Advertising and Marketing Events for AnyMind Branding,Journal,AnyMind Japan Inc,2025-12-31,JEAJP0023939,JOURNAL244361,,,- Split -,Upsider_Yahoo_利用分_2025.12,Upsider_Yahoo分配_BC分_2025.12,Brand Commerce & Marketing,BC,Advertising and marketing events,,18380.0,Local,,D2C,2025-12-01,BC,
広告宣伝費,41020.0,Advertising and Marketing Events for AnyMind Branding,Journal,AnyMind Japan Inc,2025-12-31,JEAJP0024023,JOURNAL244703,,VEN0057448 株式会社ビーアンドピー,- Split -,,Amortization Destination,D2C Anylogi,forencos,Advertising and marketing events,,513096.0,Local,,D2C,2025-12-01,BC,
広告宣伝費,41030.0,Promotional Giveaway,Inventory Adjustment,AnyMind Japan Inc,2025-12-31,INVADAJP0001046,INVADJST2371,,,64010 - Inventory : Inventory : D2C CR,202512-GIFT-AVC-AVC-FRC,202512-GIFT-AVC-AVC-FRC,- No Department -,- No Class -,Advertising and marketing events,,950061.0,Local,,D2C,2025-12-01,BC,
交通費および宿泊費,41310.0,Travel - Transportation - Domestic,Bill,AnyMind Japan Inc,2025-12-30,UPSIDER_D2C_202512,VENDBILL441099,VEN0029438 株式会社UPSIDER,,80011 - Accounts Payable : Non-trade Creditors,UPSIDER_D2C_202512,,D2C Solutions,BC,Transportation & Accommodation,,20987.0,Local,,D2C,2025-12-01,BC,
交通費および宿泊費,41310.0,Travel - Transportation - Domestic,Bill,AnyMind Japan Inc,2025-12-31,AJP_ExpenseClaim_202512,VENDBILL440792,VEN0000649 Expense Claims for AJP,,80011 - Accounts Payable : Non-trade Creditors,立替経費_2025012,交通費2025年11月,D2C Solutions,BC,Transportation & Accommodation,,2302.0,Local,,D2C,2025-12-01,BC,
交通費および宿泊費,41310.0,Travel - Transportation - Domestic,Bill,AnyMind Japan Inc,2025-12-31,AJP_ExpenseClaim_202512,VENDBILL440792,VEN0000649 Expense Claims for AJP,,80011 - Accounts Payable : Non-trade Creditors,立替経費_2025012,ETC 利用料,D2C Solutions,BC,Transportation & Accommodation,,1691.0,Local,,D2C,2025-12-01,BC,
交通費および宿泊費,41310.0,Travel - Transportation - Domestic,Bill,AnyMind Japan Inc,2025-12-31,AJP_ExpenseClaim_202512,VENDBILL440792,VEN0000649 Expense Claims for AJP,,80011 - Accounts Payable : Non-trade Creditors,立替経費_2025012,交通費（2508-09）,D2C Solutions,BC,Transportation & Accommodation,,10424.0,Local,,D2C,2025-12-01,BC,
交通費および宿泊費,41310.0,Travel - Transportation - Domestic,Bill,AnyMind Japan Inc,2025-12-31,AJP_ExpenseClaim_202512,VENDBILL440792,VEN0000649 Expense Claims for AJP,,80011 - Accounts Payable : Non-trade Creditors,立替経費_2025012,Copy of 交通費（2510-11）,D2C Solutions,BC,Transportation & Accommodation,,2949.0,Local,,D2C,2025-12-01,BC,
交通費および宿泊費,41310.0,Travel - Transportation - Domestic,Bill,AnyMind Japan Inc,2025-12-31,AJP_ExpenseClaim_202512,VENDBILL440792,VEN0000649 Expense Claims for AJP,,80011 - Accounts Payable : Non-trade Creditors,立替経費_2025012,交通費11月,D2C Solutions,BC,Transportation & Accommodation,,4145.0,Local,,D2C,2025-12-01,BC,
交通費および宿泊費,41310.0,Travel - Transportation - Domestic,Bill,AnyMind Japan Inc,2025-12-31,AJP_ExpenseClaim_202512,VENDBILL440792,VEN0000649 Expense Claims for AJP,,80011 - Accounts Payable : Non-trade Creditors,立替経費_2025012,10月交通費,D2C Solutions,BC,Transportation & Accommodation,,11053.0,Local,,D2C,2025-12-01,BC,
IT費用,41430.0,Online Utilities and Software License Fees,Bill,AnyMind Japan Inc,2025-12-30,UPSIDER_D2C_202512,VENDBILL441099,VEN0029438 株式会社UPSIDER,,80011 - Accounts Payable : Non-trade Creditors,UPSIDER_D2C_202512,,D2C Solutions,Advanced Clinicals,IT expenses,,3800.0,Local,,D2C,2025-12-01,BC,
IT費用,41430.0,Online Utilities and Software License Fees,Bill,AnyMind Japan Inc,2025-12-30,UPSIDER_D2C_202512,VENDBILL441099,VEN0029438 株式会社UPSIDER,,80011 - Accounts Payable : Non-trade Creditors,UPSIDER_D2C_202512,,D2C Solutions,AnyLogi,IT expenses,,2490.0,Local,,D2C,2025-12-01,BC,
IT費用,41430.0,Online Utilities and Software License Fees,Bill,AnyMind Japan Inc,2025-12-30,UPSIDER_D2C_202512,VENDBILL441099,VEN0029438 株式会社UPSIDER,,80011 - Accounts Payable : Non-trade Creditors,UPSIDER_D2C_202512,,D2C Solutions,waterpik,IT expenses,,3800.0,Local,,D2C,2025-12-01,BC,
IT費用,41430.0,Online Utilities and Software License Fees,Bill,AnyMind Japan Inc,2025-12-30,UPSIDER_D2C_202512,VENDBILL441099,VEN0029438 株式会社UPSIDER,,80011 - Accounts Payable : Non-trade Creditors,UPSIDER_D2C_202512,,D2C Solutions,BC,IT expenses,,3180.0,Local,,D2C,2025-12-01,BC,
