account_code,account_name,type,subsidiary,trandate,tranid,vendor,body_memo,line_memo,department,class,consolidation_classification,amount_functional,type_managerial report,irregular,dept_mgr_report,posting_period,bu_jp_mgr_report,d2c_platform_related,pokkt_sga_allocation_key
48220,Advertising and Marketing Sample for E-commerce,VendBill,AnyMind Japan Inc,2025-11-30,UPSIDER_202511,VEN0029438 株式会社UPSIDER,UPSIDER_202511,,Brand Commerce & Marketing,BD,General expenses,15629,Local,,,2025-11-01,,,
41002,Intercompany Advertising_E,VendBill,AnyMind Japan Inc,2025-11-30,251101,VEN0028596 株式会社Saleshub,"AnyReach 192,500円_PG 138,667円",商談の設定(Anyreach）,PG Web,PG Web,Advertising and marketing events,175000,Local,,,2025-11-01,,,
41020,Advertising and Marketing Events for AnyMind Branding,VendBill,AnyMind Japan Inc,2025-11-30,251101,VEN0028596 株式会社Saleshub,"AnyReach 192,500円_PG 138,667円",商談の設定(PG),PG Web,PG Web,Advertising and marketing events,126061,Local,,,2025-11-01,,,
41001,Intercompany Advertising,CustInvc,AnyMind Japan Inc,2025-11-30,INVAJP0017810,"INTCUS0482 AnyReach Co., Ltd.",Saleshub_Recharge_VENDBILL431731,Intercompany Advertising Saleshub_Recharge,Publisher Growth,AnyManager,Advertising and marketing events,-175000,Local,,,2025-11-01,,,
42610,Other Outsourced Services - recurring service,VendBill,FourM Inc,2025-11-30,54763(251130),VEN0060775 ヴァンテージマネジメント株式会社,,HighClass業務委託費（石田真吾様）　2025年11月分,Publisher Growth,PG Web,Other outsourced services,400000,Local,,,2025-11-01,,,
42610,Other Outsourced Services - recurring service,VendBill,FourM Inc,2025-11-30,2025120313601-1(251130),VEN0025799 レバテック株式会社,,新佛貴士  2025年11月作業分,Publisher Growth,AnyManager,Other outsourced services,600000,Local,,,2025-11-01,,,
42610,Other Outsourced Services - recurring service,VendBill,FourM Inc,2025-11-30,2025120313601-1(251130),VEN0025799 レバテック株式会社,,田中大志  2025年11月作業分,Publisher Growth,AnyManager,Other outsourced services,650000,Local,,,2025-11-01,,,
42610,Other Outsourced Services - recurring service,VendBill,FourM Inc,2025-11-30,2025120313601-1(251130),VEN0025799 レバテック株式会社,,東井上 真暉  2025年11月作業分,Publisher Growth,AnyManager,Other outsourced services,700000,Local,,,2025-11-01,,,
41020,Advertising and Marketing Events for AnyMind Branding,Journal,AnyMind Japan Inc,2025-11-30,JEAJP0023625,,Upsider_Yahoo_利用分_2025.11,Upsider_Yahoo分配_D2CCR分_2025.11,D2C Solutions,012 miour,Advertising and marketing events,1765,Local,,,2025-11-01,,,
41020,Advertising and Marketing Events for AnyMind Branding,Journal,AnyMind Japan Inc,2025-11-30,JEAJP0023625,,Upsider_Yahoo_利用分_2025.11,Upsider_Yahoo分配_BC分_2025.11,Brand Commerce & Marketing,BC,Advertising and marketing events,32304,Local,,,2025-11-01,,,
41001,Intercompany Advertising,Journal,AnyMind Japan Inc,2025-11-30,JEAJP0023625,,Upsider_Yahoo_利用分_2025.11,Upsider_Yahoo分配_SG分_2025.11,Not Applicable,Intercompany,Advertising and marketing events,270509,Local,,,2025-11-01,,,
42620,Other Outsourced Services - non-recurring service,VendBill,FourM Inc,2025-11-30,3(251130),VEN0051429 シュクラン合同会社,,業務委託費用 レビュー施策　2025年11月,Publisher Growth,PG Web,Other outsourced services,97500,Local,,,2025-11-01,,,
42610,Other Outsourced Services - recurring service,VendBill,FourM Inc,2025-11-30,20251130,VEN0065712 真那果阿江,免税 30日,動画編集　2025年11月,Publisher Growth,PG Web,Other outsourced services,35700,Local,,,2025-11-01,,,
42610,Other Outsourced Services - recurring service,VendBill,FourM Inc,2025-11-30,20251130,VEN0065712 真那果阿江,免税 30日,動画作成　2025年11月,Publisher Growth,PG Web,Other outsourced services,102000,Local,,,2025-11-01,,,
42610,Other Outsourced Services - recurring service,VendBill,FourM Inc,2025-11-30,251130,VEN0065816 寛太渡邊,源泉あり,2025年11月分 業務委託料,Publisher Growth,AnyManager,Other outsourced services,150000,Local,,,2025-11-01,,,
41020,Advertising and Marketing Events for AnyMind Branding,VendBill,FourM Inc,2025-11-30,SG-29432(251130),VEN0043604 AppLovin (Singapore) Pte Ltd,,Axon Advertising -  November 2025,Publisher Growth,PG App,Advertising and marketing events,19814257,Local,,,2025-11-01,,,
41430,Online Utilities and Software License Fees,VendBill,FourM Inc,2025-11-30,5432476672(251130),VEN0001083 Google Asia Pacific Pte. Ltd.,請求書の企業名→【Google Japan G.K.】,Google アド マネージャー 2025年11月分,Publisher Growth,AnyManager,IT expenses,5536159,Local,,,2025-11-01,,,
41430,Online Utilities and Software License Fees,VendBill,FourM Inc,2025-11-30,3593(251130),VEN0056072 Intent IQ LLC,USD 30日,November 2025 Bid enhancement service,Publisher Growth,PG Web,IT expenses,157563,Local,,,2025-11-01,,,
42610,Other Outsourced Services - recurring service,VendBill,FourM Inc,2025-11-30,45994001(251130),VEN0035895 株式会社AppRuns,※販管費と原価と販管費非課税が混在 2025年10月分,"（販管費）マネタイズ,コンサルティング費,AdMob運用費",Publisher Growth,PG App,Other outsourced services,3189,Local,,,2025-11-01,,,
42620,Other Outsourced Services - non-recurring service,VendBill,FourM Inc,2025-11-30,45994001(251130),VEN0035895 株式会社AppRuns,※販管費と原価と販管費非課税が混在 2025年10月分,（販管費、非課税）支援外アプリ（媒体支払的扱いで42620）,Publisher Growth,PG App,Other outsourced services,61,Local,,,2025-11-01,,,
41430,Online Utilities and Software License Fees,VendBill,FourM Inc,2025-11-30,20251205-783214(251130),VEN0062225 クラスメソッド株式会社,,2025年11月 クラスメソッドメンバーズご利用分,Publisher Growth,PG Web,IT expenses,571021,Local,,,2025-11-01,,,
48900,Intercompany Cost Centre Recharge_E,Journal,AnyMind Japan Inc,2025-11-30,JEAHS0012229,INTVEN0090 AnyMind Group Pte. Ltd.,[AHS vs AJP] 2025.11 Engineer and Cost Centre Recharge (https://docs.google.com/spreadsheets/d/1RgCQdCpl0eSdqOzrrQ4tUOzWaOi2o-pqj1A9LGNkbdI/edit?gid=435593925#gid=435593925),[AHS vs AJP] 2025.11 AVN cost centre recharge (DM),Engineering - DM,Intercompany,Cost centre recharge,15353,Local,,DM,2025-11-01,,,
48900,Intercompany Cost Centre Recharge_E,Journal,AnyMind Japan Inc,2025-11-30,JEAHS0012229,INTVEN0090 AnyMind Group Pte. Ltd.,[AHS vs AJP] 2025.11 Engineer and Cost Centre Recharge (https://docs.google.com/spreadsheets/d/1RgCQdCpl0eSdqOzrrQ4tUOzWaOi2o-pqj1A9LGNkbdI/edit?gid=435593925#gid=435593925),[AHS vs AJP] 2025.11 AVN cost centre recharge (IM),Engineering - IM,Intercompany,Cost centre recharge,687571,Local,,IM,2025-11-01,,,
48900,Intercompany Cost Centre Recharge_E,Journal,AnyMind Japan Inc,2025-11-30,JEAHS0012229,INTVEN0090 AnyMind Group Pte. Ltd.,[AHS vs AJP] 2025.11 Engineer and Cost Centre Recharge (https://docs.google.com/spreadsheets/d/1RgCQdCpl0eSdqOzrrQ4tUOzWaOi2o-pqj1A9LGNkbdI/edit?gid=435593925#gid=435593925),[AHS vs AJP] 2025.11 AVN cost centre recharge (PG),Engineering - PG,Intercompany,Cost centre recharge,132050,Local,,PG,2025-11-01,,,
48900,Intercompany Cost Centre Recharge_E,Journal,AnyMind Japan Inc,2025-11-30,JEAHS0012229,INTVEN0090 AnyMind Group Pte. Ltd.,[AHS vs AJP] 2025.11 Engineer and Cost Centre Recharge (https://docs.google.com/spreadsheets/d/1RgCQdCpl0eSdqOzrrQ4tUOzWaOi2o-pqj1A9LGNkbdI/edit?gid=435593925#gid=435593925),[AHS vs AJP] 2025.11 AVN cost centre recharge (D2C),Engineering - D2C,Intercompany,Cost centre recharge,811917,Local,,D2C CR,2025-11-01,,,
48900,Intercompany Cost Centre Recharge_E,Journal,AnyMind Japan Inc,2025-11-30,JEAHS0012229,INTVEN0090 AnyMind Group Pte. Ltd.,[AHS vs AJP] 2025.11 Engineer and Cost Centre Recharge (https://docs.google.com/spreadsheets/d/1RgCQdCpl0eSdqOzrrQ4tUOzWaOi2o-pqj1A9LGNkbdI/edit?gid=435593925#gid=435593925),[AHS vs AJP] 2025.11 AVN cost centre recharge (Corporate),Engineering,Intercompany,Cost centre recharge,1322415,Local,,Corporate,2025-11-01,,,
48910,Intercompany Cost Center Recharge - Markup_E,Journal,AnyMind Japan Inc,2025-11-30,JEAHS0012229,INTVEN0090 AnyMind Group Pte. Ltd.,[AHS vs AJP] 2025.11 Engineer and Cost Centre Recharge (https://docs.google.com/spreadsheets/d/1RgCQdCpl0eSdqOzrrQ4tUOzWaOi2o-pqj1A9LGNkbdI/edit?gid=435593925#gid=435593925),[AHS vs AJP] 2025.11 AVN cost centre recharge - markup (DM),Engineering - DM,Intercompany,Cost centre recharge - markup,1535,,,DM,2025-11-01,,,
48910,Intercompany Cost Center Recharge - Markup_E,Journal,AnyMind Japan Inc,2025-11-30,JEAHS0012229,INTVEN0090 AnyMind Group Pte. Ltd.,[AHS vs AJP] 2025.11 Engineer and Cost Centre Recharge (https://docs.google.com/spreadsheets/d/1RgCQdCpl0eSdqOzrrQ4tUOzWaOi2o-pqj1A9LGNkbdI/edit?gid=435593925#gid=435593925),[AHS vs AJP] 2025.11 AVN cost centre recharge - markup (IM),Engineering - IM,Intercompany,Cost centre recharge - markup,68758,,,IM,2025-11-01,,,
48910,Intercompany Cost Center Recharge - Markup_E,Journal,AnyMind Japan Inc,2025-11-30,JEAHS0012229,INTVEN0090 AnyMind Group Pte. Ltd.,[AHS vs AJP] 2025.11 Engineer and Cost Centre Recharge (https://docs.google.com/spreadsheets/d/1RgCQdCpl0eSdqOzrrQ4tUOzWaOi2o-pqj1A9LGNkbdI/edit?gid=435593925#gid=435593925),[AHS vs AJP] 2025.11 AVN cost centre recharge - markup (PG),Engineering - PG,Intercompany,Cost centre recharge - markup,13205,,,PG,2025-11-01,,,
48910,Intercompany Cost Center Recharge - Markup_E,Journal,AnyMind Japan Inc,2025-11-30,JEAHS0012229,INTVEN0090 AnyMind Group Pte. Ltd.,[AHS vs AJP] 2025.11 Engineer and Cost Centre Recharge (https://docs.google.com/spreadsheets/d/1RgCQdCpl0eSdqOzrrQ4tUOzWaOi2o-pqj1A9LGNkbdI/edit?gid=435593925#gid=435593925),[AHS vs AJP] 2025.11 AVN cost centre recharge - markup (D2C),Engineering - D2C,Intercompany,Cost centre recharge - markup,81192,,,D2C CR,2025-11-01,,,
48910,Intercompany Cost Center Recharge - Markup_E,Journal,AnyMind Japan Inc,2025-11-30,JEAHS0012229,INTVEN0090 AnyMind Group Pte. Ltd.,[AHS vs AJP] 2025.11 Engineer and Cost Centre Recharge (https://docs.google.com/spreadsheets/d/1RgCQdCpl0eSdqOzrrQ4tUOzWaOi2o-pqj1A9LGNkbdI/edit?gid=435593925#gid=435593925),[AHS vs AJP] 2025.11 AVN cost centre recharge - markup (Corporate),Engineering,Intercompany,Cost centre recharge - markup,132242,,,Corporate,2025-11-01,,,
41201,Intercompany Research and Development_E,Journal,AnyMind Japan Inc,2025-11-30,JEAHS0012229,INTVEN0090 AnyMind Group Pte. Ltd.,[AHS vs AJP] 2025.11 Engineer and Cost Centre Recharge (https://docs.google.com/spreadsheets/d/1RgCQdCpl0eSdqOzrrQ4tUOzWaOi2o-pqj1A9LGNkbdI/edit?gid=435593925#gid=435593925),[AHS vs AJP] 2025.11 ATH engineer cost recharge (D2C),Engineering - D2C,Intercompany,Cost centre recharge,4312746,Local,,D2C CR,2025-11-01,,,
41201,Intercompany Research and Development_E,Journal,AnyMind Japan Inc,2025-11-30,JEAHS0012229,INTVEN0090 AnyMind Group Pte. Ltd.,[AHS vs AJP] 2025.11 Engineer and Cost Centre Recharge (https://docs.google.com/spreadsheets/d/1RgCQdCpl0eSdqOzrrQ4tUOzWaOi2o-pqj1A9LGNkbdI/edit?gid=435593925#gid=435593925),[AHS vs AJP] 2025.11 ATH engineer cost recharge (PG),Engineering - PG,Intercompany,Cost centre recharge,74801,Local,,PG,2025-11-01,,,
41201,Intercompany Research and Development_E,Journal,AnyMind Japan Inc,2025-11-30,JEAHS0012229,INTVEN0090 AnyMind Group Pte. Ltd.,[AHS vs AJP] 2025.11 Engineer and Cost Centre Recharge (https://docs.google.com/spreadsheets/d/1RgCQdCpl0eSdqOzrrQ4tUOzWaOi2o-pqj1A9LGNkbdI/edit?gid=435593925#gid=435593925),[AHS vs AJP] 2025.11 ATH engineer cost recharge (IM),Engineering - IM,Intercompany,Cost centre recharge,948295,Local,,IM,2025-11-01,,,
41201,Intercompany Research and Development_E,Journal,AnyMind Japan Inc,2025-11-30,JEAHS0012229,INTVEN0090 AnyMind Group Pte. Ltd.,[AHS vs AJP] 2025.11 Engineer and Cost Centre Recharge (https://docs.google.com/spreadsheets/d/1RgCQdCpl0eSdqOzrrQ4tUOzWaOi2o-pqj1A9LGNkbdI/edit?gid=435593925#gid=435593925),[AHS vs AJP] 2025.11 ATH engineer cost recharge (Corporate),Engineering,Intercompany,Cost centre recharge,558996,Local,,Corporate,2025-11-01,,,
41202,Intercompany Research and Development - Recharge Markup_E,Journal,AnyMind Japan Inc,2025-11-30,JEAHS0012229,INTVEN0090 AnyMind Group Pte. Ltd.,[AHS vs AJP] 2025.11 Engineer and Cost Centre Recharge (https://docs.google.com/spreadsheets/d/1RgCQdCpl0eSdqOzrrQ4tUOzWaOi2o-pqj1A9LGNkbdI/edit?gid=435593925#gid=435593925),[AHS vs AJP] 2025.11 ATH engineer cost recharge - markup (D2C),Engineering - D2C,Intercompany,Cost centre recharge - markup,431276,,,D2C CR,2025-11-01,,,
41202,Intercompany Research and Development - Recharge Markup_E,Journal,AnyMind Japan Inc,2025-11-30,JEAHS0012229,INTVEN0090 AnyMind Group Pte. Ltd.,[AHS vs AJP] 2025.11 Engineer and Cost Centre Recharge (https://docs.google.com/spreadsheets/d/1RgCQdCpl0eSdqOzrrQ4tUOzWaOi2o-pqj1A9LGNkbdI/edit?gid=435593925#gid=435593925),[AHS vs AJP] 2025.11 ATH engineer cost recharge - markup (PG),Engineering - PG,Intercompany,Cost centre recharge - markup,7480,,,PG,2025-11-01,,,
41202,Intercompany Research and Development - Recharge Markup_E,Journal,AnyMind Japan Inc,2025-11-30,JEAHS0012229,INTVEN0090 AnyMind Group Pte. Ltd.,[AHS vs AJP] 2025.11 Engineer and Cost Centre Recharge (https://docs.google.com/spreadsheets/d/1RgCQdCpl0eSdqOzrrQ4tUOzWaOi2o-pqj1A9LGNkbdI/edit?gid=435593925#gid=435593925),[AHS vs AJP] 2025.11 ATH engineer cost recharge - markup (IM),Engineering - IM,Intercompany,Cost centre recharge - markup,94830,,,IM,2025-11-01,,,
41202,Intercompany Research and Development - Recharge Markup_E,Journal,AnyMind Japan Inc,2025-11-30,JEAHS0012229,INTVEN0090 AnyMind Group Pte. Ltd.,[AHS vs AJP] 2025.11 Engineer and Cost Centre Recharge (https://docs.google.com/spreadsheets/d/1RgCQdCpl0eSdqOzrrQ4tUOzWaOi2o-pqj1A9LGNkbdI/edit?gid=435593925#gid=435593925),[AHS vs AJP] 2025.11 ATH engineer cost recharge - markup (Corporate),Engineering,Intercompany,Cost centre recharge - markup,55899,,,Corporate,2025-11-01,,,
41201,Intercompany Research and Development_E,Journal,AnyMind Japan Inc,2025-11-30,JEAHS0012229,INTVEN0090 AnyMind Group Pte. Ltd.,[AHS vs AJP] 2025.11 Engineer and Cost Centre Recharge (https://docs.google.com/spreadsheets/d/1RgCQdCpl0eSdqOzrrQ4tUOzWaOi2o-pqj1A9LGNkbdI/edit?gid=435593925#gid=435593925),[AHS vs AJP] 2025.11 MMIN engineer cost recharge (AnySDK),Engineering - PG,Intercompany,Cost centre recharge,1618,Local,,PG,2025-11-01,,,
41202,Intercompany Research and Development - Recharge Markup_E,Journal,AnyMind Japan Inc,2025-11-30,JEAHS0012229,INTVEN0090 AnyMind Group Pte. Ltd.,[AHS vs AJP] 2025.11 Engineer and Cost Centre Recharge (https://docs.google.com/spreadsheets/d/1RgCQdCpl0eSdqOzrrQ4tUOzWaOi2o-pqj1A9LGNkbdI/edit?gid=435593925#gid=435593925),[AHS vs AJP] 2025.11 MMIN engineer cost recharge - markup (AnySDK),Engineering - PG,Intercompany,Cost centre recharge - markup,242,,,PG,2025-11-01,,,
41201,Intercompany Research and Development_E,Journal,AnyMind Japan Inc,2025-11-30,JEAHS0012229,INTVEN0090 AnyMind Group Pte. Ltd.,[AHS vs AJP] 2025.11 Engineer and Cost Centre Recharge (https://docs.google.com/spreadsheets/d/1RgCQdCpl0eSdqOzrrQ4tUOzWaOi2o-pqj1A9LGNkbdI/edit?gid=435593925#gid=435593925),[AHS vs AJP] 2025.11 MMIN engineer cost recharge (IM),Engineering - IM,Intercompany,Cost centre recharge,98842,Local,,IM,2025-11-01,,,
41202,Intercompany Research and Development - Recharge Markup_E,Journal,AnyMind Japan Inc,2025-11-30,JEAHS0012229,INTVEN0090 AnyMind Group Pte. Ltd.,[AHS vs AJP] 2025.11 Engineer and Cost Centre Recharge (https://docs.google.com/spreadsheets/d/1RgCQdCpl0eSdqOzrrQ4tUOzWaOi2o-pqj1A9LGNkbdI/edit?gid=435593925#gid=435593925),[AHS vs AJP] 2025.11 MMIN engineer cost recharge - markup (IM),Engineering - IM,Intercompany,Cost centre recharge - markup,14826,,,IM,2025-11-01,,,
41201,Intercompany Research and Development_E,Journal,AnyMind Japan Inc,2025-11-30,JEAHS0012229,INTVEN0090 AnyMind Group Pte. Ltd.,[AHS vs AJP] 2025.11 Engineer and Cost Centre Recharge (https://docs.google.com/spreadsheets/d/1RgCQdCpl0eSdqOzrrQ4tUOzWaOi2o-pqj1A9LGNkbdI/edit?gid=435593925#gid=435593925),[AHS vs AJP] 2025.11 MMIN engineer cost recharge (D2C),Engineering - D2C,Intercompany,Cost centre recharge,115126,Local,,D2C CR,2025-11-01,,,
41202,Intercompany Research and Development - Recharge Markup_E,Journal,AnyMind Japan Inc,2025-11-30,JEAHS0012229,INTVEN0090 AnyMind Group Pte. Ltd.,[AHS vs AJP] 2025.11 Engineer and Cost Centre Recharge (https://docs.google.com/spreadsheets/d/1RgCQdCpl0eSdqOzrrQ4tUOzWaOi2o-pqj1A9LGNkbdI/edit?gid=435593925#gid=435593925),[AHS vs AJP] 2025.11 MMIN engineer cost recharge - markup (D2C),Engineering - D2C,Intercompany,Cost centre recharge - markup,17269,,,D2C CR,2025-11-01,,,
48900,Intercompany Cost Centre Recharge_E,Journal,AnyMind Japan Inc,2025-11-30,JEAHS0012229,INTVEN0090 AnyMind Group Pte. Ltd.,[AHS vs AJP] 2025.11 Engineer and Cost Centre Recharge (https://docs.google.com/spreadsheets/d/1RgCQdCpl0eSdqOzrrQ4tUOzWaOi2o-pqj1A9LGNkbdI/edit?gid=435593925#gid=435593925),[AHS vs AJP] 2025.11 ATW corporate planning cost recharge,Corporate Planning,Intercompany,Cost centre recharge,717951,Local,,Corporate,2025-11-01,,,
48910,Intercompany Cost Center Recharge - Markup_E,Journal,AnyMind Japan Inc,2025-11-30,JEAHS0012229,INTVEN0090 AnyMind Group Pte. Ltd.,[AHS vs AJP] 2025.11 Engineer and Cost Centre Recharge (https://docs.google.com/spreadsheets/d/1RgCQdCpl0eSdqOzrrQ4tUOzWaOi2o-pqj1A9LGNkbdI/edit?gid=435593925#gid=435593925),[AHS vs AJP] 2025.11 ATW corporate planning cost recharge - markup,Corporate Planning,Intercompany,Cost centre recharge - markup,35898,,,Corporate,2025-11-01,,,
48888,Intercompany Operating Expense Recharge,Journal,AnyMind Japan Inc,2025-11-30,JEAHS0012229,INTVEN0090 AnyMind Group Pte. Ltd.,[AHS vs AJP] 2025.11 Engineer and Cost Centre Recharge (https://docs.google.com/spreadsheets/d/1RgCQdCpl0eSdqOzrrQ4tUOzWaOi2o-pqj1A9LGNkbdI/edit?gid=435593925#gid=435593925),[AHS vs AJP] 2025.11 ATW corporate planning cost recharge - VAT on markup,Corporate Planning,Intercompany,General expenses,1794,Local,,Corporate,2025-11-01,,,
48888,Intercompany Operating Expense Recharge,Journal,AnyMind Japan Inc,2025-11-30,JEAHS0012229,INTVEN0090 AnyMind Group Pte. Ltd.,[AHS vs AJP] 2025.11 Engineer and Cost Centre Recharge (https://docs.google.com/spreadsheets/d/1RgCQdCpl0eSdqOzrrQ4tUOzWaOi2o-pqj1A9LGNkbdI/edit?gid=435593925#gid=435593925),[AHS vs AJP] 2025.11 ATW corporate planning rental recharge,Corporate Planning,Intercompany,General expenses,172417,Local,,Corporate,2025-11-01,,,
48900,Intercompany Cost Centre Recharge_E,Journal,AnyUp Inc.,2025-11-30,JEAHS0012237,INTVEN0441 AnyMind Group Pte. Ltd.,[AHS vs AnyUp] 2025.11 Engineer and Cost Centre Recharge (https://docs.google.com/spreadsheets/d/1RgCQdCpl0eSdqOzrrQ4tUOzWaOi2o-pqj1A9LGNkbdI/edit?gid=435593925#gid=435593925),[AHS vs AnyUp] 2025.11 AVN cost centre recharge (IM),Engineering - IM,Intercompany,Cost centre recharge,8920,Local,,IM,2025-11-01,,,
48900,Intercompany Cost Centre Recharge_E,Journal,AnyUp Inc.,2025-11-30,JEAHS0012237,INTVEN0441 AnyMind Group Pte. Ltd.,[AHS vs AnyUp] 2025.11 Engineer and Cost Centre Recharge (https://docs.google.com/spreadsheets/d/1RgCQdCpl0eSdqOzrrQ4tUOzWaOi2o-pqj1A9LGNkbdI/edit?gid=435593925#gid=435593925),[AHS vs AnyUp] 2025.11 AVN cost centre recharge (Corporate),Engineering,Intercompany,Cost centre recharge,9179,Local,,Corporate,2025-11-01,,,
48910,Intercompany Cost Center Recharge - Markup_E,Journal,AnyUp Inc.,2025-11-30,JEAHS0012237,INTVEN0441 AnyMind Group Pte. Ltd.,[AHS vs AnyUp] 2025.11 Engineer and Cost Centre Recharge (https://docs.google.com/spreadsheets/d/1RgCQdCpl0eSdqOzrrQ4tUOzWaOi2o-pqj1A9LGNkbdI/edit?gid=435593925#gid=435593925),[AHS vs AnyUp] 2025.11 AVN cost centre recharge - markup (IM),Engineering - IM,Intercompany,Cost centre recharge - markup,892,,,IM,2025-11-01,,,
48910,Intercompany Cost Center Recharge - Markup_E,Journal,AnyUp Inc.,2025-11-30,JEAHS0012237,INTVEN0441 AnyMind Group Pte. Ltd.,[AHS vs AnyUp] 2025.11 Engineer and Cost Centre Recharge (https://docs.google.com/spreadsheets/d/1RgCQdCpl0eSdqOzrrQ4tUOzWaOi2o-pqj1A9LGNkbdI/edit?gid=435593925#gid=435593925),[AHS vs AnyUp] 2025.11 AVN cost centre recharge - markup (Corporate),Engineering,Intercompany,Cost centre recharge - markup,918,,,Corporate,2025-11-01,,,
41201,Intercompany Research and Development_E,Journal,AnyUp Inc.,2025-11-30,JEAHS0012237,INTVEN0441 AnyMind Group Pte. Ltd.,[AHS vs AnyUp] 2025.11 Engineer and Cost Centre Recharge (https://docs.google.com/spreadsheets/d/1RgCQdCpl0eSdqOzrrQ4tUOzWaOi2o-pqj1A9LGNkbdI/edit?gid=435593925#gid=435593925),[AHS vs AnyUp] 2025.11 ATH engineer cost recharge (IM),Engineering - IM,Intercompany,Cost centre recharge,12303,Local,,IM,2025-11-01,,,
41201,Intercompany Research and Development_E,Journal,AnyUp Inc.,2025-11-30,JEAHS0012237,INTVEN0441 AnyMind Group Pte. Ltd.,[AHS vs AnyUp] 2025.11 Engineer and Cost Centre Recharge (https://docs.google.com/spreadsheets/d/1RgCQdCpl0eSdqOzrrQ4tUOzWaOi2o-pqj1A9LGNkbdI/edit?gid=435593925#gid=435593925),[AHS vs AnyUp] 2025.11 ATH engineer cost recharge (Corporate),Engineering,Intercompany,Cost centre recharge,3881,Local,,Corporate,2025-11-01,,,
41202,Intercompany Research and Development - Recharge Markup_E,Journal,AnyUp Inc.,2025-11-30,JEAHS0012237,INTVEN0441 AnyMind Group Pte. Ltd.,[AHS vs AnyUp] 2025.11 Engineer and Cost Centre Recharge (https://docs.google.com/spreadsheets/d/1RgCQdCpl0eSdqOzrrQ4tUOzWaOi2o-pqj1A9LGNkbdI/edit?gid=435593925#gid=435593925),[AHS vs AnyUp] 2025.11 ATH engineer cost recharge - markup (IM),Engineering - IM,Intercompany,Cost centre recharge - markup,1229,,,IM,2025-11-01,,,
41202,Intercompany Research and Development - Recharge Markup_E,Journal,AnyUp Inc.,2025-11-30,JEAHS0012237,INTVEN0441 AnyMind Group Pte. Ltd.,[AHS vs AnyUp] 2025.11 Engineer and Cost Centre Recharge (https://docs.google.com/spreadsheets/d/1RgCQdCpl0eSdqOzrrQ4tUOzWaOi2o-pqj1A9LGNkbdI/edit?gid=435593925#gid=435593925),[AHS vs AnyUp] 2025.11 ATH engineer cost recharge - markup (Corporate),Engineering,Intercompany,Cost centre recharge - markup,389,,,Corporate,2025-11-01,,,
41201,Intercompany Research and Development_E,Journal,AnyUp Inc.,2025-11-30,JEAHS0012237,INTVEN0441 AnyMind Group Pte. Ltd.,[AHS vs AnyUp] 2025.11 Engineer and Cost Centre Recharge (https://docs.google.com/spreadsheets/d/1RgCQdCpl0eSdqOzrrQ4tUOzWaOi2o-pqj1A9LGNkbdI/edit?gid=435593925#gid=435593925),[AHS vs AnyUp] 2025.11 MMIN engineer cost recharge (IM),Engineering - IM,Intercompany,Cost centre recharge,1282,Local,,IM,2025-11-01,,,
41202,Intercompany Research and Development - Recharge Markup_E,Journal,AnyUp Inc.,2025-11-30,JEAHS0012237,INTVEN0441 AnyMind Group Pte. Ltd.,[AHS vs AnyUp] 2025.11 Engineer and Cost Centre Recharge (https://docs.google.com/spreadsheets/d/1RgCQdCpl0eSdqOzrrQ4tUOzWaOi2o-pqj1A9LGNkbdI/edit?gid=435593925#gid=435593925),[AHS vs AnyUp] 2025.11 MMIN engineer cost recharge - markup (IM),Engineering - IM,Intercompany,Cost centre recharge - markup,192,,,IM,2025-11-01,,,
48900,Intercompany Cost Centre Recharge_E,Journal,AnyUp Inc.,2025-11-30,JEAHS0012237,INTVEN0441 AnyMind Group Pte. Ltd.,[AHS vs AnyUp] 2025.11 Engineer and Cost Centre Recharge (https://docs.google.com/spreadsheets/d/1RgCQdCpl0eSdqOzrrQ4tUOzWaOi2o-pqj1A9LGNkbdI/edit?gid=435593925#gid=435593925),[AHS vs AnyUp] 2025.11 ATW corporate planning cost recharge,Corporate Planning,Intercompany,Cost centre recharge,4749,Local,,Corporate,2025-11-01,,,
48910,Intercompany Cost Center Recharge - Markup_E,Journal,AnyUp Inc.,2025-11-30,JEAHS0012237,INTVEN0441 AnyMind Group Pte. Ltd.,[AHS vs AnyUp] 2025.11 Engineer and Cost Centre Recharge (https://docs.google.com/spreadsheets/d/1RgCQdCpl0eSdqOzrrQ4tUOzWaOi2o-pqj1A9LGNkbdI/edit?gid=435593925#gid=435593925),[AHS vs AnyUp] 2025.11 ATW corporate planning cost recharge - markup,Corporate Planning,Intercompany,Cost centre recharge - markup,237,,,Corporate,2025-11-01,,,
48888,Intercompany Operating Expense Recharge,Journal,AnyUp Inc.,2025-11-30,JEAHS0012237,INTVEN0441 AnyMind Group Pte. Ltd.,[AHS vs AnyUp] 2025.11 Engineer and Cost Centre Recharge (https://docs.google.com/spreadsheets/d/1RgCQdCpl0eSdqOzrrQ4tUOzWaOi2o-pqj1A9LGNkbdI/edit?gid=435593925#gid=435593925),[AHS vs AnyUp] 2025.11 ATW corporate planning cost recharge - VAT on markup,Corporate Planning,Intercompany,General expenses,12,Local,,Corporate,2025-11-01,,,
