Unnamed: 0,Profitability by Entity Department,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140,Unnamed: 141,Unnamed: 142,Unnamed: 143,Unnamed: 144,Unnamed: 145,Unnamed: 146,Unnamed: 147,Unnamed: 148,Unnamed: 149,Unnamed: 150,Unnamed: 151,Unnamed: 152,Unnamed: 153,Unnamed: 154,Unnamed: 155,Unnamed: 156,Unnamed: 157,Unnamed: 158,Unnamed: 159,Unnamed: 160,Unnamed: 161,Unnamed: 162,Unnamed: 163,Unnamed: 164,Unnamed: 165,Unnamed: 166,Unnamed: 167,Unnamed: 168,Unnamed: 169,Unnamed: 170,Unnamed: 171,Unnamed: 172,Unnamed: 173,Unnamed: 174,Unnamed: 175,Unnamed: 176,Unnamed: 177,Unnamed: 178,Unnamed: 179,Unnamed: 180,Unnamed: 181,Unnamed: 182,Unnamed: 183,Unnamed: 184,Unnamed: 185,Unnamed: 186,Unnamed: 187,Unnamed: 188,Unnamed: 189,Unnamed: 190,Unnamed: 191,Unnamed: 192,Unnamed: 193,Unnamed: 194,Unnamed: 195,Unnamed: 196,Unnamed: 197,Unnamed: 198,Unnamed: 199,Unnamed: 200,Unnamed: 201,Unnamed: 202,Unnamed: 203,Unnamed: 204,Unnamed: 205,Unnamed: 206,Unnamed: 207,Unnamed: 208,Unnamed: 209,Unnamed: 210,Unnamed: 211,Unnamed: 212,Unnamed: 213,Unnamed: 214,Unnamed: 215,Unnamed: 216,Unnamed: 217,Unnamed: 218,Unnamed: 219,Unnamed: 220,Unnamed: 221,Unnamed: 222,Unnamed: 223,Unnamed: 224,Unnamed: 225,Unnamed: 226,Unnamed: 227,Unnamed: 228,Unnamed: 229,Unnamed: 230,Unnamed: 231,Unnamed: 232,Unnamed: 233,Unnamed: 234,Unnamed: 235,Unnamed: 236,Unnamed: 237,Unnamed: 238,Unnamed: 239,Unnamed: 240,Unnamed: 241,Unnamed: 242
,Interest Expense - Lease,Local,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Finance costs,Local,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,General expenses,Local,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Insurance expenses,Local,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,IT expenses,Local,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Other outsourced services,Local,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Recruitment,Local,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Rental expenses,Local,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Research and development,Local,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Staff costs,Local,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Telephone & Internet,Local,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Transportation & Accommodation,Local,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Royalty expenses,Local,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,[ New ],Local,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Total SG&A,,0,76807136.79999983,121747072,11518826,146811321.2408077,0,0,0,0,0,0,0,0,0,0,0,0,0,95524879.5396035,452409235.5804111,0,72730478.80000001,114343099,15310334,140894839.04605708,0,0,0,0,0,0,0,0,0,0,0,0,0,116136669.98478885,459415420.83084595,0,81654499.63333318,114113376,12021182,158912315.7,0,0,0,0,0,0,0,0,0,0,0,0,0,120445633.7864361,487147007.1197692,0,81572220.48423679,110015750,10630098,135450598.29999986,0,0,0,0,0,0,0,0,0,0,0,0,0,129268323.97615255,466936990.7603892,0,80079288.75386244,116011269.99999985,20126400,124164804.27850182,0,0,0,0,0,0,0,0,0,0,0,0,0,182496122.51087782,522877885.5432419,0,96479873.91224125,110910118,9425642,159373204.4010107,0,0,0,0,0,0,0,0,0,0,0,0,0,163482841.0965856,539671679.4098375,0,87104546.25585482,116726270,9606596,138741557.49999985,0,0,0,0,0,0,0,0,0,0,0,0,0,179795423.26259446,531974393.0184492,0,82624065.99999985,112469201,8636285.999999985,144825110.5,0,0,0,0,0,0,0,0,0,0,0,0,0,194928277.8775782,543482941.377578,0,97143490.99999985,99788495.99999985,19616819,189168232.4950667,0,0,0,0,0,0,0,0,0,0,0,0,0,174742835.44607812,580459873.9411445,0,93350926,100766786.99999985,6191242,157887646.96537223,0,0,0,0,0,0,0,0,0,0,0,0,0,167431491.28021994,525628093.245592,0,97968811.99999985,112877584,30426881.999999985,189515983.40263182,0,0,0,0,0,0,0,0,0,0,0,0,0,217113333.608575,647902595.0112066,0,94299037.82588696,109387454,5996207.999999985,221267932.5,0,0,0,0,0,0,0,0,0,0,0,0,0,177968357.73466185,608918990.0605488
,Operating Profit (Before Corp Allocation),,1274764.0838248415,74465210.02261394,72442680.27106664,50645386.21706467,-8844669.60103178,0,0,0,0,0,0,0,0,0,0,0,0,0,-95524879.5396035,94458491.45393479,393901.80403899716,85171660.1025382,32140574.78393042,41896662.47443137,-1186400.6365268826,0,0,0,0,0,0,0,0,0,0,0,0,0,-116136669.98478885,42279728.54362321,410166.10775339283,118873870.52807781,96782900.06607658,43458919.44502221,36453426.233258486,0,0,0,0,0,0,0,0,0,0,0,0,0,-120445633.7864361,175533648.5937525,-241881.69627326095,126634121.86331116,66967929.68684852,21319281.63027094,8055896.21644482,0,0,0,0,0,0,0,0,0,0,0,0,0,-129268323.97615255,93467023.72444963,317355.5771101206,123622659.42613742,53451025.588635564,10626535.566380125,18757940.591538146,0,0,0,0,0,0,0,0,0,0,0,0,0,-182496122.51087782,24279394.23892361,1434350.9529248879,109384622.62379119,59404502.509381086,59629936.848240554,16599439.143943936,0,0,0,0,0,0,0,0,0,0,0,0,0,-163482841.0965856,82970010.98169613,1249224.0467675175,66218200.81478378,75814131.49984315,9538337.61581184,34011224.581932634,0,0,0,0,0,0,0,0,0,0,0,0,0,-179795423.26259446,7035695.296544433,-1609692.0168583037,106390979.6389063,75808878.36785191,3046077.683408212,30978757.046731472,0,0,0,0,0,0,0,0,0,0,0,0,0,-194928277.8775782,19686722.842461348,961797.3119529951,156291806.66989115,87630281.01641032,94528015.49194162,105801820.5000776,0,0,0,0,0,0,0,0,0,0,0,0,0,-174742835.44607812,270470885.54419565,-391591.17906656506,62605160.80995822,91770693.06233147,-2661943.361424905,34375765.10504237,0,0,0,0,0,0,0,0,0,0,0,0,0,-167431491.28021994,18266593.15662062,-1519085.8884399887,29341991.178714693,82405305.924057,-33217293.560754754,36857550.401996374,0,0,0,0,0,0,0,0,0,0,0,0,0,-217113333.608575,-103244865.55300164,1708036.7809109786,140537659.4712962,143341342.43253207,115524864.74405617,97628097.92560244,0,0,0,0,0,0,0,0,0,0,0,0,0,-177968357.73466185,320771643.61973596
,Corporate Cost Allocation,FTE,0,35675986.60855966,24400317.96391376,3280678.462667417,32167896.50446267,0,0,0,0,0,0,0,0,0,0,0,0,0,-95524879.5396035,0,0,45733262.05403684,28468061.15480387,3781459.0980315222,38153887.6779166,0,0,0,0,0,0,0,0,0,0,0,0,0,-116136669.98478884,0,0,50321049.97246404,28093584.37659407,3839767.922146871,38191231.51523108,0,0,0,0,0,0,0,0,0,0,0,0,0,-120445633.78643605,0,0,58798435.85204708,30608292.42081436,3973120.7580337417,35888474.94525737,0,0,0,0,0,0,0,0,0,0,0,0,0,-129268323.97615257,0,0,81275867.60867444,44700944.69854974,6089437.440026928,50429872.76362672,0,0,0,0,0,0,0,0,0,0,0,0,0,-182496122.51087782,0,0,70258802.94478329,41785151.74741893,4087078.325148802,47351808.079234615,0,0,0,0,0,0,0,0,0,0,0,0,0,-163482841.09658563,0,0,78087929.16356938,45209513.90034536,4589498.437946573,51908481.7607332,0,0,0,0,0,0,0,0,0,0,0,0,0,-179795423.2625945,0,0,86497607.9276978,47047840.49972061,5084132.291236424,56298697.158923365,0,0,0,0,0,0,0,0,0,0,0,0,0,-194928277.87757817,0,0,76822748.87137185,44169014.650383435,4073473.3229714427,49677598.601351336,0,0,0,0,0,0,0,0,0,0,0,0,0,-174742835.4460781,0,0,77269652.0733297,41047731.4854289,3662715.2010954088,45451392.52036593,0,0,0,0,0,0,0,0,0,0,0,0,0,-167431491.28021994,0,0,100999937.10649508,54468415.67071835,4274830.604310328,57370150.227051206,0,0,0,0,0,0,0,0,0,0,0,0,0,-217113333.608575,0,0,84101566.32849808,45940771.1021188,3611603.2858683304,44314417.018176615,0,0,0,0,0,0,0,0,0,0,0,0,0,-177968357.73466182,0
,Operating Profit (After Corp Allocation),,1274764.0838248415,38789223.41405428,48042362.307152875,47364707.75439726,-41012566.105494455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94458491.4539348,393901.80403899716,39438398.04850136,3672513.6291265525,38115203.37639985,-39340288.314443484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42279728.54362328,410166.10775339283,68552820.55561377,68689315.68948251,39619151.52287534,-1737805.2819725946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175533648.5937524,-241881.69627326095,67835686.01126409,36359637.266034156,17346160.872237198,-27832578.728812553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93467023.72444963,317355.5771101206,42346791.81746298,8750080.890085824,4537098.126353197,-31671932.17208857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24279394.23892355,1434350.9529248879,39125819.6790079,17619350.761962153,55542858.523091756,-30752368.93529068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82970010.98169602,1249224.0467675175,-11869728.348785594,30604617.599497788,4948839.177865267,-17897257.178800568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7035695.29654441,-1609692.0168583037,19893371.711208507,28761037.868131302,-2038054.607828212,-25319940.112191893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19686722.8424614,961797.3119529951,79469057.7985193,43461266.366026886,90454542.16897017,56124221.89872627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270470885.5441956,-391591.17906656506,-14664491.263371482,50722961.57690257,-6324658.562520314,-11075627.415323563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18266593.15662064,-1519085.8884399887,-71657945.92778039,27936890.253338657,-37492124.16506508,-20512599.82505483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-103244865.55300161,1708036.7809109786,56436093.14279811,97400571.33041328,111913261.45818783,53313680.90742582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320771643.619736
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Irregular Expense,Local,0,0,2561500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2561500,0,0,2561500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2561500,0,0,2561500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2561500,0,0,2561500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2561500,0,0,2561500.0000000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2561500.0000000005,0,0,2561500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2561500,0,0,2561500.0000000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2561500.0000000005,0,0,6478138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6478138,0,0,-1355166.9999999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1355166.9999999998,0,0,654000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,654000,0,0,654000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,654000,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21656250,22656250
